LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E01000863,Camden 021A,E02000186,Camden 021,E09000007,Camden,58.0,51.0,46.0,53.0,61.0,72.0,40.0,55.0,56.0,24.0,35.0
E01000864,Camden 015A,E02000180,Camden 015,E09000007,Camden,23.0,15.0,15.0,10.0,9.0,19.0,16.0,8.0,10.0,26.0,8.0
E01000865,Camden 015B,E02000180,Camden 015,E09000007,Camden,13.0,20.0,13.0,29.0,14.0,13.0,16.0,4.0,13.0,16.0,11.0
E01000866,Camden 009A,E02000174,Camden 009,E09000007,Camden,20.0,21.0,15.0,18.0,18.0,19.0,13.0,16.0,13.0,24.0,14.0
E01000867,Camden 015C,E02000180,Camden 015,E09000007,Camden,7.0,15.0,10.0,11.0,7.0,9.0,11.0,12.0,10.0,12.0,13.0
E01000868,Camden 015D,E02000180,Camden 015,E09000007,Camden,12.0,7.0,8.0,8.0,10.0,8.0,11.0,9.0,8.0,4.0,13.0
E01000869,Camden 015E,E02000180,Camden 015,E09000007,Camden,20.0,16.0,13.0,7.0,18.0,16.0,19.0,12.0,14.0,32.0,18.0
E01000870,Camden 009B,E02000174,Camden 009,E09000007,Camden,15.0,15.0,14.0,22.0,15.0,9.0,14.0,15.0,15.0,16.0,21.0
E01000871,Camden 005A,E02000170,Camden 005,E09000007,Camden,9.0,6.0,4.0,8.0,13.0,6.0,8.0,5.0,9.0,8.0,5.0
E01000872,Camden 005B,E02000170,Camden 005,E09000007,Camden,13.0,21.0,21.0,14.0,13.0,27.0,18.0,21.0,22.0,12.0,15.0
E01000873,Camden 005C,E02000170,Camden 005,E09000007,Camden,13.0,6.0,4.0,2.0,7.0,10.0,4.0,6.0,7.0,4.0,10.0
E01000874,Camden 005D,E02000170,Camden 005,E09000007,Camden,1.0,2.0,5.0,1.0,5.0,2.0,4.0,4.0,0.0,2.0,2.0
E01000875,Camden 013A,E02000178,Camden 013,E09000007,Camden,8.0,6.0,3.0,8.0,9.0,6.0,11.0,12.0,3.0,12.0,12.0
E01000876,Camden 013B,E02000178,Camden 013,E09000007,Camden,14.0,11.0,13.0,8.0,19.0,16.0,10.0,11.0,10.0,16.0,16.0
E01000877,Camden 005E,E02000170,Camden 005,E09000007,Camden,7.0,7.0,8.0,6.0,8.0,10.0,6.0,7.0,7.0,6.0,4.0
E01000878,Camden 004A,E02000169,Camden 004,E09000007,Camden,6.0,6.0,5.0,4.0,8.0,2.0,1.0,2.0,6.0,4.0,2.0
E01000879,Camden 004B,E02000169,Camden 004,E09000007,Camden,8.0,7.0,6.0,4.0,3.0,4.0,2.0,3.0,11.0,6.0,7.0
E01000880,Camden 004C,E02000169,Camden 004,E09000007,Camden,8.0,1.0,4.0,2.0,3.0,7.0,2.0,3.0,4.0,18.0,3.0
E01000881,Camden 008A,E02000173,Camden 008,E09000007,Camden,12.0,4.0,4.0,9.0,3.0,6.0,3.0,6.0,2.0,6.0,14.0
E01000882,Camden 008B,E02000173,Camden 008,E09000007,Camden,2.0,5.0,7.0,4.0,6.0,2.0,5.0,4.0,11.0,8.0,7.0
E01000883,Camden 008C,E02000173,Camden 008,E09000007,Camden,11.0,3.0,9.0,5.0,4.0,6.0,3.0,6.0,9.0,2.0,15.0
E01000884,Camden 004D,E02000169,Camden 004,E09000007,Camden,5.0,3.0,2.0,3.0,8.0,2.0,4.0,3.0,2.0,8.0,4.0
E01000885,Camden 004E,E02000169,Camden 004,E09000007,Camden,6.0,7.0,2.0,1.0,7.0,8.0,5.0,4.0,3.0,12.0,4.0
E01000886,Camden 006A,E02000171,Camden 006,E09000007,Camden,7.0,12.0,6.0,7.0,8.0,4.0,8.0,10.0,7.0,6.0,6.0
E01000887,Camden 006B,E02000171,Camden 006,E09000007,Camden,8.0,11.0,6.0,14.0,9.0,7.0,10.0,8.0,17.0,10.0,10.0
E01000888,Camden 006C,E02000171,Camden 006,E09000007,Camden,11.0,8.0,13.0,11.0,10.0,11.0,10.0,6.0,3.0,18.0,10.0
E01000889,Camden 007A,E02000172,Camden 007,E09000007,Camden,14.0,12.0,15.0,15.0,12.0,17.0,7.0,11.0,5.0,8.0,13.0
E01000890,Camden 007B,E02000172,Camden 007,E09000007,Camden,14.0,12.0,5.0,13.0,9.0,13.0,9.0,12.0,11.0,14.0,14.0
E01000891,Camden 007C,E02000172,Camden 007,E09000007,Camden,21.0,10.0,4.0,16.0,14.0,15.0,15.0,10.0,14.0,0.0,7.0
E01000892,Camden 006D,E02000171,Camden 006,E09000007,Camden,10.0,7.0,8.0,17.0,12.0,4.0,6.0,7.0,9.0,14.0,9.0
E01000893,Camden 002A,E02000167,Camden 002,E09000007,Camden,3.0,6.0,3.0,8.0,6.0,4.0,5.0,10.0,2.0,8.0,2.0
E01000894,Camden 002B,E02000167,Camden 002,E09000007,Camden,11.0,7.0,2.0,7.0,9.0,2.0,7.0,6.0,15.0,6.0,5.0
E01000895,Camden 002C,E02000167,Camden 002,E09000007,Camden,12.0,9.0,11.0,3.0,5.0,8.0,2.0,7.0,13.0,10.0,11.0
E01000896,Camden 002D,E02000167,Camden 002,E09000007,Camden,7.0,4.0,4.0,11.0,2.0,12.0,5.0,3.0,2.0,6.0,4.0
E01000897,Camden 008D,E02000173,Camden 008,E09000007,Camden,5.0,7.0,1.0,7.0,5.0,15.0,3.0,5.0,3.0,2.0,3.0
E01000898,Camden 008E,E02000173,Camden 008,E09000007,Camden,15.0,12.0,14.0,12.0,11.0,7.0,21.0,16.0,19.0,18.0,27.0
E01000899,Camden 002E,E02000167,Camden 002,E09000007,Camden,13.0,12.0,11.0,8.0,14.0,7.0,7.0,5.0,10.0,12.0,17.0
E01000900,Camden 012A,E02000177,Camden 012,E09000007,Camden,16.0,9.0,14.0,14.0,18.0,16.0,22.0,8.0,7.0,12.0,17.0
E01000901,Camden 007D,E02000172,Camden 007,E09000007,Camden,34.0,15.0,25.0,9.0,11.0,22.0,13.0,14.0,12.0,6.0,4.0
E01000902,Camden 012B,E02000177,Camden 012,E09000007,Camden,9.0,16.0,8.0,8.0,11.0,7.0,10.0,2.0,10.0,4.0,3.0
E01000903,Camden 006E,E02000171,Camden 006,E09000007,Camden,10.0,7.0,7.0,6.0,6.0,8.0,9.0,14.0,9.0,2.0,11.0
E01000904,Camden 012C,E02000177,Camden 012,E09000007,Camden,45.0,29.0,23.0,19.0,37.0,30.0,26.0,13.0,20.0,14.0,24.0
E01000905,Camden 012D,E02000177,Camden 012,E09000007,Camden,16.0,13.0,12.0,17.0,19.0,21.0,10.0,14.0,11.0,14.0,12.0
E01000906,Camden 012E,E02000177,Camden 012,E09000007,Camden,12.0,22.0,7.0,7.0,5.0,7.0,7.0,15.0,9.0,10.0,9.0
E01000907,Camden 001A,E02000166,Camden 001,E09000007,Camden,11.0,12.0,9.0,11.0,6.0,4.0,7.0,11.0,13.0,4.0,5.0
E01000908,Camden 001B,E02000166,Camden 001,E09000007,Camden,12.0,10.0,9.0,15.0,12.0,8.0,10.0,13.0,6.0,10.0,11.0
E01000909,Camden 001C,E02000166,Camden 001,E09000007,Camden,12.0,10.0,8.0,5.0,5.0,13.0,9.0,8.0,7.0,2.0,9.0
E01000910,Camden 003A,E02000168,Camden 003,E09000007,Camden,12.0,10.0,7.0,2.0,7.0,9.0,4.0,8.0,7.0,6.0,6.0
E01000911,Camden 003B,E02000168,Camden 003,E09000007,Camden,17.0,9.0,18.0,5.0,13.0,8.0,5.0,4.0,7.0,10.0,5.0
E01000912,Camden 001D,E02000166,Camden 001,E09000007,Camden,20.0,17.0,16.0,10.0,17.0,13.0,21.0,16.0,11.0,16.0,10.0
E01000913,Camden 001E,E02000166,Camden 001,E09000007,Camden,17.0,20.0,18.0,26.0,63.0,53.0,48.0,24.0,41.0,38.0,25.0
E01000914,Camden 028B,E02000193,Camden 028,E09000007,Camden,48.0,55.0,43.0,34.0,40.0,49.0,53.0,36.0,40.0,34.0,38.0
E01000915,Camden 027A,E02000192,Camden 027,E09000007,Camden,24.0,20.0,12.0,15.0,33.0,32.0,20.0,27.0,20.0,16.0,20.0
E01000916,Camden 027B,E02000192,Camden 027,E09000007,Camden,26.0,28.0,18.0,26.0,24.0,26.0,20.0,15.0,17.0,14.0,17.0
E01000917,Camden 027C,E02000192,Camden 027,E09000007,Camden,15.0,11.0,15.0,9.0,17.0,8.0,18.0,12.0,18.0,6.0,12.0
E01000918,Camden 028C,E02000193,Camden 028,E09000007,Camden,68.0,60.0,33.0,39.0,27.0,36.0,40.0,35.0,40.0,30.0,38.0
E01000919,Camden 028D,E02000193,Camden 028,E09000007,Camden,50.0,41.0,40.0,34.0,36.0,35.0,48.0,45.0,51.0,32.0,51.0
E01000920,Camden 027D,E02000192,Camden 027,E09000007,Camden,13.0,20.0,16.0,20.0,17.0,6.0,11.0,29.0,11.0,16.0,13.0
E01000921,Camden 003C,E02000168,Camden 003,E09000007,Camden,17.0,20.0,12.0,10.0,15.0,27.0,16.0,13.0,16.0,12.0,10.0
E01000922,Camden 007E,E02000172,Camden 007,E09000007,Camden,34.0,16.0,25.0,22.0,25.0,22.0,21.0,16.0,12.0,18.0,18.0
E01000923,Camden 003D,E02000168,Camden 003,E09000007,Camden,6.0,4.0,6.0,9.0,5.0,7.0,7.0,5.0,4.0,8.0,5.0
E01000924,Camden 009C,E02000174,Camden 009,E09000007,Camden,7.0,16.0,8.0,6.0,8.0,21.0,9.0,14.0,4.0,6.0,5.0
E01000925,Camden 009D,E02000174,Camden 009,E09000007,Camden,10.0,6.0,7.0,8.0,11.0,11.0,8.0,3.0,8.0,6.0,1.0
E01000926,Camden 009E,E02000174,Camden 009,E09000007,Camden,9.0,13.0,12.0,14.0,14.0,13.0,11.0,5.0,11.0,14.0,9.0
E01000927,Camden 007F,E02000172,Camden 007,E09000007,Camden,27.0,19.0,21.0,9.0,14.0,14.0,14.0,9.0,20.0,18.0,14.0
E01000928,Camden 003E,E02000168,Camden 003,E09000007,Camden,31.0,22.0,22.0,19.0,18.0,23.0,20.0,19.0,14.0,22.0,16.0
E01000929,Camden 020A,E02000185,Camden 020,E09000007,Camden,13.0,12.0,14.0,8.0,15.0,9.0,8.0,8.0,11.0,14.0,10.0
E01000930,Camden 020B,E02000185,Camden 020,E09000007,Camden,38.0,24.0,24.0,18.0,26.0,18.0,26.0,21.0,14.0,14.0,18.0
E01000931,Camden 013C,E02000178,Camden 013,E09000007,Camden,30.0,25.0,25.0,20.0,32.0,26.0,44.0,31.0,25.0,22.0,17.0
E01000932,Camden 013D,E02000178,Camden 013,E09000007,Camden,14.0,9.0,6.0,6.0,9.0,5.0,12.0,10.0,6.0,2.0,13.0
E01000933,Camden 020C,E02000185,Camden 020,E09000007,Camden,14.0,21.0,12.0,16.0,8.0,16.0,16.0,16.0,11.0,18.0,11.0
E01000934,Camden 020D,E02000185,Camden 020,E09000007,Camden,12.0,13.0,11.0,20.0,22.0,7.0,10.0,11.0,3.0,10.0,4.0
E01000935,Camden 020E,E02000185,Camden 020,E09000007,Camden,18.0,8.0,7.0,5.0,7.0,13.0,13.0,7.0,2.0,10.0,4.0
E01000936,Camden 024A,E02000189,Camden 024,E09000007,Camden,3.0,9.0,8.0,8.0,2.0,7.0,4.0,12.0,5.0,10.0,6.0
E01000937,Camden 025B,E02000190,Camden 025,E09000007,Camden,6.0,7.0,4.0,5.0,7.0,9.0,9.0,8.0,5.0,4.0,11.0
E01000938,Camden 024B,E02000189,Camden 024,E09000007,Camden,21.0,20.0,22.0,17.0,29.0,32.0,42.0,23.0,17.0,20.0,19.0
E01000939,Camden 024C,E02000189,Camden 024,E09000007,Camden,21.0,24.0,11.0,13.0,11.0,22.0,30.0,23.0,35.0,12.0,22.0
E01000940,Camden 024D,E02000189,Camden 024,E09000007,Camden,8.0,9.0,3.0,13.0,4.0,5.0,2.0,1.0,1.0,6.0,5.0
E01000941,Camden 025C,E02000190,Camden 025,E09000007,Camden,6.0,7.0,10.0,5.0,8.0,9.0,9.0,1.0,6.0,4.0,6.0
E01000942,Camden 025D,E02000190,Camden 025,E09000007,Camden,10.0,13.0,8.0,6.0,9.0,4.0,17.0,7.0,13.0,12.0,13.0
E01000943,Camden 025E,E02000190,Camden 025,E09000007,Camden,7.0,10.0,13.0,9.0,5.0,9.0,18.0,6.0,12.0,8.0,16.0
E01000944,Camden 023A,E02000188,Camden 023,E09000007,Camden,10.0,6.0,11.0,3.0,8.0,7.0,11.0,9.0,7.0,10.0,8.0
E01000945,Camden 023B,E02000188,Camden 023,E09000007,Camden,31.0,17.0,24.0,20.0,20.0,17.0,26.0,22.0,18.0,36.0,19.0
E01000946,Camden 021B,E02000186,Camden 021,E09000007,Camden,11.0,9.0,8.0,15.0,11.0,11.0,7.0,12.0,8.0,12.0,23.0
E01000947,Camden 021C,E02000186,Camden 021,E09000007,Camden,47.0,43.0,43.0,56.0,62.0,61.0,48.0,42.0,36.0,50.0,18.0
E01000948,Camden 021D,E02000186,Camden 021,E09000007,Camden,16.0,10.0,13.0,26.0,13.0,9.0,13.0,11.0,25.0,16.0,19.0
E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden,9.0,6.0,10.0,16.0,7.0,9.0,3.0,2.0,6.0,6.0,7.0
E01000950,Camden 023D,E02000188,Camden 023,E09000007,Camden,18.0,7.0,6.0,9.0,13.0,5.0,6.0,7.0,6.0,8.0,9.0
E01000951,Camden 023E,E02000188,Camden 023,E09000007,Camden,6.0,6.0,3.0,4.0,9.0,2.0,9.0,4.0,3.0,4.0,4.0
E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden,8.0,13.0,6.0,8.0,14.0,7.0,9.0,16.0,7.0,14.0,14.0
E01000953,Camden 022B,E02000187,Camden 022,E09000007,Camden,21.0,14.0,16.0,21.0,51.0,67.0,50.0,34.0,27.0,36.0,22.0
E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden,14.0,17.0,10.0,11.0,16.0,10.0,8.0,8.0,3.0,4.0,7.0
E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden,12.0,7.0,12.0,17.0,21.0,3.0,6.0,7.0,6.0,2.0,14.0
E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden,26.0,9.0,15.0,15.0,19.0,31.0,20.0,15.0,18.0,12.0,12.0
E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden,15.0,10.0,7.0,8.0,13.0,12.0,11.0,11.0,17.0,14.0,5.0
E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden,30.0,23.0,18.0,19.0,55.0,54.0,41.0,25.0,30.0,40.0,30.0
E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden,8.0,13.0,10.0,13.0,10.0,11.0,14.0,4.0,11.0,4.0,7.0
E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden,18.0,18.0,11.0,16.0,14.0,20.0,10.0,13.0,8.0,14.0,13.0
E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden,21.0,5.0,10.0,13.0,15.0,7.0,11.0,12.0,8.0,8.0,14.0
E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden,5.0,8.0,5.0,5.0,8.0,3.0,4.0,4.0,3.0,10.0,6.0
E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden,10.0,10.0,9.0,8.0,10.0,15.0,6.0,9.0,14.0,12.0,13.0
E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden,10.0,11.0,8.0,11.0,9.0,9.0,2.0,3.0,4.0,12.0,5.0
E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden,10.0,21.0,11.0,6.0,8.0,8.0,9.0,5.0,7.0,16.0,13.0
E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden,12.0,4.0,3.0,9.0,6.0,4.0,2.0,4.0,4.0,0.0,3.0
E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden,2.0,1.0,7.0,6.0,4.0,8.0,6.0,9.0,6.0,2.0,6.0
E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden,6.0,8.0,7.0,4.0,7.0,8.0,8.0,9.0,4.0,6.0,11.0
E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden,7.0,9.0,6.0,13.0,11.0,4.0,7.0,7.0,5.0,8.0,13.0
E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden,9.0,2.0,5.0,9.0,5.0,5.0,6.0,14.0,13.0,4.0,4.0
E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden,3.0,5.0,2.0,3.0,1.0,2.0,7.0,4.0,6.0,6.0,7.0
E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden,26.0,26.0,12.0,11.0,9.0,5.0,18.0,19.0,13.0,14.0,20.0
E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden,20.0,19.0,18.0,25.0,22.0,26.0,16.0,28.0,25.0,18.0,18.0
E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden,14.0,15.0,8.0,11.0,10.0,13.0,11.0,16.0,7.0,12.0,12.0
E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon,9.0,10.0,21.0,8.0,14.0,10.0,7.0,9.0,8.0,6.0,16.0
E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon,15.0,19.0,14.0,18.0,19.0,20.0,19.0,19.0,17.0,6.0,14.0
E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon,12.0,13.0,6.0,11.0,15.0,13.0,9.0,5.0,13.0,12.0,12.0
E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon,10.0,11.0,6.0,6.0,14.0,2.0,8.0,6.0,4.0,18.0,9.0
E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon,13.0,8.0,16.0,12.0,9.0,3.0,9.0,12.0,7.0,8.0,6.0
E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon,6.0,6.0,9.0,7.0,6.0,12.0,7.0,4.0,2.0,12.0,4.0
E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon,17.0,12.0,9.0,13.0,11.0,16.0,12.0,9.0,5.0,0.0,10.0
E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon,17.0,12.0,8.0,4.0,8.0,9.0,20.0,15.0,12.0,6.0,12.0
E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon,11.0,10.0,4.0,9.0,11.0,8.0,8.0,7.0,4.0,12.0,13.0
E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon,17.0,10.0,8.0,13.0,13.0,23.0,12.0,12.0,15.0,4.0,16.0
E01000985,Croydon 021A,E02000214,Croydon 021,E09000008,Croydon,7.0,3.0,3.0,3.0,12.0,9.0,10.0,9.0,5.0,2.0,8.0
E01000986,Croydon 021B,E02000214,Croydon 021,E09000008,Croydon,10.0,10.0,5.0,8.0,6.0,16.0,6.0,5.0,5.0,2.0,7.0
E01000987,Croydon 021C,E02000214,Croydon 021,E09000008,Croydon,11.0,6.0,4.0,6.0,1.0,9.0,5.0,7.0,2.0,6.0,2.0
E01000989,Croydon 018A,E02000211,Croydon 018,E09000008,Croydon,7.0,5.0,6.0,0.0,8.0,8.0,5.0,8.0,3.0,8.0,6.0
E01000990,Croydon 045A,E02006788,Croydon 045,E09000008,Croydon,12.0,9.0,13.0,12.0,19.0,11.0,12.0,13.0,10.0,14.0,14.0
E01000991,Croydon 018B,E02000211,Croydon 018,E09000008,Croydon,9.0,8.0,4.0,11.0,7.0,6.0,2.0,7.0,5.0,12.0,4.0
E01000992,Croydon 014A,E02000207,Croydon 014,E09000008,Croydon,9.0,19.0,21.0,19.0,13.0,12.0,15.0,17.0,11.0,14.0,12.0
E01000993,Croydon 021D,E02000214,Croydon 021,E09000008,Croydon,8.0,9.0,9.0,8.0,9.0,9.0,8.0,11.0,5.0,20.0,9.0
E01000994,Croydon 009A,E02000202,Croydon 009,E09000008,Croydon,7.0,3.0,8.0,14.0,15.0,14.0,16.0,10.0,8.0,24.0,13.0
E01000995,Croydon 009B,E02000202,Croydon 009,E09000008,Croydon,11.0,8.0,6.0,13.0,14.0,11.0,8.0,8.0,10.0,18.0,6.0
E01000996,Croydon 009C,E02000202,Croydon 009,E09000008,Croydon,10.0,6.0,6.0,4.0,4.0,4.0,3.0,8.0,5.0,8.0,2.0
E01000997,Croydon 009D,E02000202,Croydon 009,E09000008,Croydon,11.0,8.0,6.0,7.0,15.0,3.0,4.0,7.0,5.0,8.0,8.0
E01000998,Croydon 010A,E02000203,Croydon 010,E09000008,Croydon,15.0,12.0,11.0,10.0,20.0,20.0,13.0,12.0,16.0,16.0,14.0
E01000999,Croydon 009E,E02000202,Croydon 009,E09000008,Croydon,6.0,9.0,9.0,6.0,7.0,10.0,8.0,9.0,8.0,10.0,9.0
E01001000,Croydon 010B,E02000203,Croydon 010,E09000008,Croydon,15.0,16.0,11.0,16.0,18.0,19.0,14.0,11.0,9.0,20.0,13.0
E01001001,Croydon 013A,E02000206,Croydon 013,E09000008,Croydon,11.0,13.0,13.0,6.0,14.0,12.0,16.0,15.0,6.0,12.0,18.0
E01001002,Croydon 009F,E02000202,Croydon 009,E09000008,Croydon,10.0,5.0,9.0,8.0,10.0,7.0,5.0,1.0,9.0,8.0,2.0
E01001003,Croydon 010C,E02000203,Croydon 010,E09000008,Croydon,7.0,4.0,7.0,7.0,10.0,12.0,10.0,6.0,5.0,6.0,7.0
E01001004,Croydon 015A,E02000208,Croydon 015,E09000008,Croydon,12.0,19.0,14.0,18.0,13.0,13.0,15.0,21.0,21.0,14.0,15.0
E01001005,Croydon 019A,E02000212,Croydon 019,E09000008,Croydon,24.0,13.0,15.0,5.0,10.0,15.0,8.0,8.0,13.0,10.0,16.0
E01001006,Croydon 016A,E02000209,Croydon 016,E09000008,Croydon,13.0,17.0,8.0,18.0,19.0,11.0,13.0,14.0,7.0,18.0,11.0
E01001007,Croydon 016B,E02000209,Croydon 016,E09000008,Croydon,13.0,10.0,11.0,7.0,14.0,7.0,11.0,6.0,8.0,18.0,12.0
E01001008,Croydon 019B,E02000212,Croydon 019,E09000008,Croydon,9.0,21.0,11.0,20.0,25.0,16.0,20.0,9.0,12.0,12.0,16.0
E01001009,Croydon 019C,E02000212,Croydon 019,E09000008,Croydon,8.0,17.0,12.0,22.0,8.0,8.0,13.0,8.0,9.0,6.0,11.0
E01001010,Croydon 019D,E02000212,Croydon 019,E09000008,Croydon,50.0,39.0,45.0,39.0,46.0,28.0,29.0,32.0,37.0,20.0,23.0
E01001011,Croydon 019E,E02000212,Croydon 019,E09000008,Croydon,43.0,23.0,24.0,21.0,25.0,20.0,33.0,26.0,12.0,36.0,37.0
E01001012,Croydon 020A,E02000213,Croydon 020,E09000008,Croydon,24.0,29.0,21.0,17.0,22.0,17.0,21.0,14.0,20.0,24.0,23.0
E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon,64.0,46.0,46.0,41.0,46.0,49.0,35.0,34.0,28.0,38.0,41.0
E01001014,Croydon 024A,E02000217,Croydon 024,E09000008,Croydon,59.0,52.0,79.0,65.0,74.0,78.0,71.0,63.0,72.0,54.0,51.0
E01001015,Croydon 041A,E02000234,Croydon 041,E09000008,Croydon,10.0,13.0,12.0,8.0,10.0,8.0,10.0,6.0,10.0,2.0,11.0
E01001016,Croydon 041B,E02000234,Croydon 041,E09000008,Croydon,11.0,13.0,17.0,8.0,22.0,9.0,18.0,12.0,7.0,2.0,13.0
E01001017,Croydon 043A,E02000236,Croydon 043,E09000008,Croydon,6.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0
E01001018,Croydon 044A,E02000237,Croydon 044,E09000008,Croydon,5.0,6.0,11.0,7.0,10.0,4.0,15.0,7.0,7.0,10.0,11.0
E01001019,Croydon 044B,E02000237,Croydon 044,E09000008,Croydon,4.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0
E01001020,Croydon 044C,E02000237,Croydon 044,E09000008,Croydon,9.0,7.0,19.0,6.0,3.0,10.0,10.0,6.0,7.0,14.0,5.0
E01001021,Croydon 044D,E02000237,Croydon 044,E09000008,Croydon,16.0,14.0,4.0,18.0,5.0,9.0,4.0,7.0,6.0,22.0,10.0
E01001022,Croydon 044E,E02000237,Croydon 044,E09000008,Croydon,7.0,8.0,3.0,7.0,8.0,2.0,8.0,4.0,2.0,2.0,4.0
E01001023,Croydon 041C,E02000234,Croydon 041,E09000008,Croydon,22.0,15.0,15.0,15.0,17.0,18.0,16.0,25.0,14.0,14.0,32.0
E01001024,Croydon 043B,E02000236,Croydon 043,E09000008,Croydon,12.0,4.0,15.0,7.0,8.0,4.0,7.0,10.0,3.0,2.0,4.0
E01001025,Croydon 043C,E02000236,Croydon 043,E09000008,Croydon,6.0,11.0,6.0,12.0,5.0,2.0,6.0,3.0,8.0,2.0,1.0
E01001026,Croydon 043D,E02000236,Croydon 043,E09000008,Croydon,9.0,9.0,3.0,3.0,7.0,8.0,5.0,8.0,16.0,10.0,11.0
E01001027,Croydon 043E,E02000236,Croydon 043,E09000008,Croydon,15.0,12.0,3.0,7.0,15.0,5.0,14.0,7.0,5.0,6.0,3.0
E01001028,Croydon 038A,E02000231,Croydon 038,E09000008,Croydon,6.0,5.0,5.0,3.0,5.0,5.0,1.0,10.0,8.0,6.0,4.0
E01001029,Croydon 038B,E02000231,Croydon 038,E09000008,Croydon,11.0,11.0,8.0,11.0,6.0,9.0,8.0,4.0,8.0,2.0,5.0
E01001030,Croydon 038C,E02000231,Croydon 038,E09000008,Croydon,3.0,2.0,2.0,6.0,3.0,4.0,6.0,5.0,3.0,2.0,3.0
E01001031,Croydon 038D,E02000231,Croydon 038,E09000008,Croydon,6.0,4.0,7.0,3.0,14.0,10.0,0.0,14.0,3.0,8.0,7.0
E01001032,Croydon 035A,E02000228,Croydon 035,E09000008,Croydon,5.0,3.0,3.0,5.0,7.0,2.0,1.0,5.0,3.0,4.0,6.0
E01001033,Croydon 031A,E02000224,Croydon 031,E09000008,Croydon,21.0,6.0,14.0,12.0,10.0,11.0,10.0,6.0,5.0,8.0,13.0
E01001034,Croydon 031B,E02000224,Croydon 031,E09000008,Croydon,15.0,6.0,16.0,7.0,7.0,12.0,13.0,13.0,9.0,10.0,10.0
E01001035,Croydon 027A,E02000220,Croydon 027,E09000008,Croydon,7.0,8.0,13.0,7.0,5.0,7.0,10.0,6.0,5.0,2.0,12.0
E01001036,Croydon 029A,E02000222,Croydon 029,E09000008,Croydon,11.0,9.0,8.0,5.0,8.0,3.0,5.0,5.0,2.0,10.0,5.0
E01001037,Croydon 029B,E02000222,Croydon 029,E09000008,Croydon,17.0,17.0,15.0,18.0,6.0,7.0,12.0,6.0,14.0,10.0,10.0
E01001038,Croydon 029C,E02000222,Croydon 029,E09000008,Croydon,13.0,12.0,17.0,3.0,4.0,18.0,16.0,9.0,4.0,10.0,13.0
E01001039,Croydon 029D,E02000222,Croydon 029,E09000008,Croydon,6.0,6.0,6.0,6.0,8.0,10.0,4.0,4.0,4.0,4.0,4.0
E01001040,Croydon 029E,E02000222,Croydon 029,E09000008,Croydon,20.0,14.0,12.0,14.0,13.0,8.0,13.0,12.0,14.0,18.0,5.0
E01001041,Croydon 031C,E02000224,Croydon 031,E09000008,Croydon,18.0,14.0,11.0,16.0,9.0,15.0,16.0,19.0,11.0,18.0,14.0
E01001042,Croydon 024B,E02000217,Croydon 024,E09000008,Croydon,39.0,37.0,37.0,40.0,38.0,39.0,45.0,33.0,26.0,26.0,28.0
E01001043,Croydon 027B,E02000220,Croydon 027,E09000008,Croydon,102.0,127.0,88.0,97.0,120.0,116.0,112.0,89.0,78.0,76.0,89.0
