LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E01003582,Newham 002C,E02000715,Newham 002,E09000025,Newham,7.0,10.0,12.0,9.0,17.0,11.0,9.0,4.0,10.0,6.0,10.0
E01003583,Newham 002D,E02000715,Newham 002,E09000025,Newham,10.0,3.0,7.0,7.0,16.0,8.0,3.0,1.0,4.0,6.0,4.0
E01003584,Newham 003B,E02000716,Newham 003,E09000025,Newham,10.0,10.0,6.0,15.0,20.0,14.0,10.0,19.0,21.0,6.0,9.0
E01003585,Newham 004B,E02000717,Newham 004,E09000025,Newham,15.0,3.0,6.0,5.0,3.0,9.0,7.0,8.0,2.0,6.0,7.0
E01003586,Newham 003C,E02000716,Newham 003,E09000025,Newham,14.0,11.0,8.0,7.0,13.0,25.0,9.0,12.0,18.0,12.0,7.0
E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,23.0,19.0,7.0,6.0,16.0,11.0,8.0,8.0,16.0,14.0,15.0
E01003588,Newham 011D,E02000724,Newham 011,E09000025,Newham,9.0,11.0,5.0,4.0,5.0,5.0,9.0,6.0,1.0,14.0,6.0
E01003589,Newham 011E,E02000724,Newham 011,E09000025,Newham,6.0,7.0,5.0,8.0,12.0,5.0,16.0,9.0,12.0,14.0,4.0
E01003590,Newham 003D,E02000716,Newham 003,E09000025,Newham,12.0,8.0,9.0,15.0,10.0,8.0,7.0,6.0,16.0,14.0,14.0
E01003591,Newham 004D,E02000717,Newham 004,E09000025,Newham,22.0,19.0,15.0,13.0,29.0,24.0,14.0,34.0,14.0,24.0,18.0
E01003592,Newham 022B,E02000735,Newham 022,E09000025,Newham,10.0,13.0,10.0,10.0,20.0,10.0,11.0,14.0,14.0,14.0,12.0
E01003593,Newham 027D,E02000740,Newham 027,E09000025,Newham,10.0,19.0,4.0,8.0,10.0,8.0,9.0,9.0,2.0,10.0,7.0
E01003594,Newham 026A,E02000739,Newham 026,E09000025,Newham,15.0,8.0,13.0,13.0,8.0,3.0,9.0,14.0,7.0,2.0,7.0
E01003595,Newham 026B,E02000739,Newham 026,E09000025,Newham,15.0,6.0,7.0,12.0,11.0,6.0,9.0,13.0,11.0,14.0,9.0
E01003596,Newham 016B,E02000729,Newham 016,E09000025,Newham,11.0,16.0,8.0,15.0,12.0,8.0,8.0,6.0,4.0,6.0,8.0
E01003597,Newham 016C,E02000729,Newham 016,E09000025,Newham,4.0,5.0,8.0,7.0,9.0,10.0,7.0,3.0,4.0,6.0,3.0
E01003598,Newham 021A,E02000734,Newham 021,E09000025,Newham,13.0,10.0,9.0,7.0,14.0,11.0,10.0,7.0,13.0,8.0,14.0
E01003599,Newham 022C,E02000735,Newham 022,E09000025,Newham,11.0,4.0,15.0,11.0,13.0,12.0,11.0,15.0,20.0,30.0,4.0
E01003600,Newham 021B,E02000734,Newham 021,E09000025,Newham,25.0,18.0,14.0,12.0,14.0,16.0,15.0,8.0,11.0,8.0,11.0
E01003601,Newham 028A,E02000741,Newham 028,E09000025,Newham,42.0,21.0,11.0,20.0,18.0,24.0,24.0,13.0,39.0,48.0,42.0
E01003602,Newham 026C,E02000739,Newham 026,E09000025,Newham,18.0,11.0,10.0,9.0,16.0,11.0,12.0,13.0,12.0,12.0,23.0
E01003603,Newham 028B,E02000741,Newham 028,E09000025,Newham,18.0,22.0,20.0,28.0,39.0,42.0,42.0,31.0,26.0,4.0,16.0
E01003604,Newham 031D,E02000744,Newham 031,E09000025,Newham,14.0,17.0,11.0,25.0,11.0,19.0,15.0,11.0,13.0,14.0,12.0
E01003605,Newham 028C,E02000741,Newham 028,E09000025,Newham,14.0,9.0,10.0,6.0,8.0,20.0,11.0,9.0,17.0,18.0,7.0
E01003606,Newham 022D,E02000735,Newham 022,E09000025,Newham,18.0,17.0,22.0,14.0,17.0,21.0,13.0,33.0,13.0,22.0,18.0
E01003607,Newham 026D,E02000739,Newham 026,E09000025,Newham,29.0,19.0,14.0,16.0,12.0,20.0,11.0,9.0,10.0,10.0,18.0
E01003608,Newham 028D,E02000741,Newham 028,E09000025,Newham,7.0,9.0,8.0,4.0,5.0,11.0,10.0,3.0,5.0,6.0,3.0
E01003609,Newham 037A,E02000750,Newham 037,E09000025,Newham,27.0,30.0,20.0,12.0,22.0,37.0,28.0,31.0,36.0,28.0,16.0
E01003611,Newham 037C,E02000750,Newham 037,E09000025,Newham,26.0,27.0,14.0,14.0,15.0,12.0,14.0,20.0,12.0,18.0,14.0
E01003615,Newham 013C,E02000726,Newham 013,E09000025,Newham,18.0,9.0,8.0,27.0,17.0,8.0,4.0,9.0,13.0,10.0,1.0
E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,28.0,20.0,29.0,27.0,27.0,13.0,13.0,19.0,27.0,24.0,12.0
E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,50.0,56.0,43.0,69.0,63.0,67.0,65.0,56.0,74.0,48.0,51.0
E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,24.0,13.0,19.0,21.0,25.0,15.0,18.0,20.0,21.0,24.0,22.0
E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,41.0,41.0,31.0,28.0,37.0,38.0,29.0,40.0,31.0,10.0,18.0
E01003621,Newham 023C,E02000736,Newham 023,E09000025,Newham,6.0,3.0,9.0,5.0,2.0,5.0,3.0,11.0,10.0,10.0,5.0
E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,20.0,11.0,7.0,8.0,7.0,7.0,12.0,13.0,15.0,14.0,12.0
E01003623,Newham 023E,E02000736,Newham 023,E09000025,Newham,17.0,15.0,20.0,12.0,8.0,7.0,8.0,5.0,9.0,10.0,5.0
E01003624,Newham 024E,E02000737,Newham 024,E09000025,Newham,10.0,15.0,5.0,6.0,10.0,8.0,8.0,11.0,7.0,18.0,7.0
E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,11.0,4.0,9.0,3.0,7.0,4.0,8.0,9.0,11.0,4.0,6.0
E01003626,Newham 015B,E02000728,Newham 015,E09000025,Newham,6.0,5.0,5.0,5.0,3.0,6.0,11.0,7.0,9.0,8.0,12.0
E01003627,Newham 015C,E02000728,Newham 015,E09000025,Newham,7.0,2.0,5.0,2.0,8.0,9.0,7.0,3.0,5.0,22.0,0.0
E01003628,Newham 015D,E02000728,Newham 015,E09000025,Newham,7.0,9.0,5.0,9.0,5.0,5.0,8.0,8.0,10.0,6.0,5.0
E01003629,Newham 015E,E02000728,Newham 015,E09000025,Newham,7.0,5.0,7.0,8.0,3.0,2.0,7.0,2.0,10.0,2.0,1.0
E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,17.0,23.0,29.0,14.0,18.0,17.0,22.0,11.0,15.0,12.0,16.0
E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,7.0,11.0,3.0,11.0,11.0,9.0,11.0,2.0,11.0,4.0,10.0
E01003632,Newham 020B,E02000733,Newham 020,E09000025,Newham,8.0,12.0,5.0,5.0,6.0,7.0,8.0,7.0,4.0,10.0,7.0
E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,10.0,20.0,11.0,6.0,18.0,21.0,13.0,24.0,13.0,22.0,15.0
E01003634,Newham 020D,E02000733,Newham 020,E09000025,Newham,12.0,9.0,12.0,8.0,3.0,7.0,8.0,9.0,12.0,6.0,10.0
E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,11.0,10.0,6.0,13.0,18.0,8.0,18.0,19.0,12.0,12.0,4.0
E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,23.0,13.0,15.0,19.0,10.0,23.0,27.0,21.0,14.0,20.0,22.0
E01003637,Newham 021D,E02000734,Newham 021,E09000025,Newham,4.0,4.0,8.0,11.0,14.0,11.0,9.0,6.0,8.0,14.0,9.0
E01003638,Redbridge 017A,E02000767,Redbridge 017,E09000026,Redbridge,6.0,11.0,9.0,10.0,4.0,9.0,13.0,6.0,13.0,6.0,17.0
E01003639,Redbridge 013A,E02000763,Redbridge 013,E09000026,Redbridge,16.0,13.0,7.0,6.0,9.0,10.0,8.0,19.0,6.0,16.0,7.0
E01003640,Redbridge 013B,E02000763,Redbridge 013,E09000026,Redbridge,14.0,8.0,14.0,10.0,5.0,10.0,12.0,8.0,11.0,12.0,11.0
E01003641,Redbridge 013C,E02000763,Redbridge 013,E09000026,Redbridge,18.0,7.0,6.0,2.0,5.0,6.0,5.0,9.0,3.0,8.0,6.0
E01003642,Redbridge 013D,E02000763,Redbridge 013,E09000026,Redbridge,12.0,6.0,24.0,15.0,9.0,8.0,10.0,10.0,9.0,4.0,9.0
E01003643,Redbridge 017B,E02000767,Redbridge 017,E09000026,Redbridge,14.0,10.0,1.0,0.0,4.0,5.0,10.0,10.0,5.0,8.0,3.0
E01003644,Redbridge 017C,E02000767,Redbridge 017,E09000026,Redbridge,10.0,2.0,4.0,4.0,2.0,3.0,6.0,3.0,2.0,12.0,3.0
E01003645,Redbridge 017D,E02000767,Redbridge 017,E09000026,Redbridge,26.0,15.0,6.0,7.0,20.0,14.0,29.0,16.0,10.0,8.0,9.0
E01003646,Redbridge 012A,E02000762,Redbridge 012,E09000026,Redbridge,13.0,6.0,9.0,8.0,7.0,12.0,12.0,18.0,18.0,12.0,13.0
E01003647,Redbridge 015A,E02000765,Redbridge 015,E09000026,Redbridge,12.0,6.0,10.0,11.0,6.0,6.0,5.0,4.0,10.0,6.0,15.0
E01003648,Redbridge 012B,E02000762,Redbridge 012,E09000026,Redbridge,9.0,2.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0
E01003649,Redbridge 012C,E02000762,Redbridge 012,E09000026,Redbridge,6.0,7.0,5.0,3.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0
E01003650,Redbridge 015B,E02000765,Redbridge 015,E09000026,Redbridge,10.0,6.0,4.0,3.0,4.0,7.0,8.0,8.0,6.0,0.0,12.0
E01003651,Redbridge 012D,E02000762,Redbridge 012,E09000026,Redbridge,8.0,3.0,1.0,5.0,3.0,6.0,5.0,4.0,8.0,12.0,7.0
E01003652,Redbridge 015C,E02000765,Redbridge 015,E09000026,Redbridge,2.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,2.0,0.0,3.0
E01003653,Redbridge 015D,E02000765,Redbridge 015,E09000026,Redbridge,26.0,13.0,6.0,15.0,14.0,14.0,21.0,19.0,18.0,14.0,15.0
E01003654,Redbridge 004A,E02000754,Redbridge 004,E09000026,Redbridge,20.0,10.0,12.0,6.0,8.0,6.0,11.0,10.0,10.0,10.0,10.0
E01003655,Redbridge 004B,E02000754,Redbridge 004,E09000026,Redbridge,11.0,6.0,8.0,8.0,14.0,7.0,6.0,11.0,10.0,28.0,14.0
E01003656,Redbridge 005A,E02000755,Redbridge 005,E09000026,Redbridge,30.0,12.0,12.0,11.0,8.0,13.0,13.0,9.0,18.0,18.0,12.0
E01003657,Redbridge 005B,E02000755,Redbridge 005,E09000026,Redbridge,21.0,12.0,11.0,4.0,11.0,11.0,15.0,10.0,11.0,10.0,9.0
E01003658,Redbridge 004C,E02000754,Redbridge 004,E09000026,Redbridge,19.0,12.0,6.0,12.0,13.0,17.0,8.0,9.0,11.0,8.0,14.0
E01003659,Redbridge 005C,E02000755,Redbridge 005,E09000026,Redbridge,12.0,8.0,7.0,9.0,3.0,10.0,7.0,10.0,6.0,6.0,1.0
E01003660,Redbridge 004D,E02000754,Redbridge 004,E09000026,Redbridge,8.0,4.0,6.0,4.0,2.0,8.0,3.0,3.0,8.0,22.0,3.0
E01003661,Redbridge 019A,E02000769,Redbridge 019,E09000026,Redbridge,13.0,16.0,3.0,4.0,14.0,8.0,5.0,7.0,1.0,16.0,17.0
E01003662,Redbridge 019B,E02000769,Redbridge 019,E09000026,Redbridge,17.0,16.0,14.0,10.0,16.0,24.0,18.0,15.0,18.0,8.0,10.0
E01003663,Redbridge 019C,E02000769,Redbridge 019,E09000026,Redbridge,11.0,13.0,6.0,8.0,8.0,5.0,7.0,3.0,6.0,6.0,2.0
E01003664,Redbridge 019D,E02000769,Redbridge 019,E09000026,Redbridge,8.0,7.0,6.0,2.0,3.0,3.0,6.0,5.0,5.0,8.0,6.0
E01003665,Redbridge 019E,E02000769,Redbridge 019,E09000026,Redbridge,3.0,7.0,7.0,8.0,3.0,6.0,9.0,6.0,7.0,4.0,8.0
E01003666,Redbridge 019F,E02000769,Redbridge 019,E09000026,Redbridge,21.0,18.0,19.0,14.0,30.0,21.0,15.0,10.0,24.0,16.0,9.0
E01003668,Redbridge 007A,E02000757,Redbridge 007,E09000026,Redbridge,13.0,16.0,3.0,3.0,9.0,13.0,15.0,10.0,6.0,8.0,7.0
E01003669,Redbridge 007B,E02000757,Redbridge 007,E09000026,Redbridge,11.0,8.0,5.0,6.0,2.0,5.0,13.0,4.0,8.0,8.0,3.0
E01003670,Redbridge 007C,E02000757,Redbridge 007,E09000026,Redbridge,15.0,6.0,6.0,7.0,9.0,6.0,4.0,8.0,4.0,4.0,2.0
E01003671,Redbridge 007D,E02000757,Redbridge 007,E09000026,Redbridge,4.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,6.0
E01003672,Redbridge 007E,E02000757,Redbridge 007,E09000026,Redbridge,16.0,12.0,10.0,8.0,11.0,7.0,7.0,8.0,8.0,6.0,4.0
E01003673,Redbridge 007F,E02000757,Redbridge 007,E09000026,Redbridge,11.0,12.0,3.0,7.0,2.0,3.0,8.0,2.0,8.0,4.0,8.0
E01003674,Redbridge 007G,E02000757,Redbridge 007,E09000026,Redbridge,19.0,23.0,10.0,13.0,11.0,16.0,19.0,13.0,16.0,6.0,10.0
E01003675,Redbridge 036A,E02006925,Redbridge 036,E09000026,Redbridge,17.0,8.0,12.0,8.0,8.0,10.0,9.0,13.0,10.0,18.0,11.0
E01003676,Redbridge 036B,E02006925,Redbridge 036,E09000026,Redbridge,3.0,4.0,8.0,2.0,6.0,3.0,8.0,6.0,3.0,2.0,5.0
E01003677,Redbridge 036C,E02006925,Redbridge 036,E09000026,Redbridge,15.0,6.0,5.0,9.0,4.0,7.0,9.0,13.0,13.0,4.0,13.0
E01003678,Redbridge 036D,E02006925,Redbridge 036,E09000026,Redbridge,13.0,7.0,8.0,4.0,4.0,5.0,6.0,3.0,8.0,0.0,3.0
E01003679,Redbridge 036E,E02006925,Redbridge 036,E09000026,Redbridge,8.0,4.0,3.0,2.0,12.0,3.0,5.0,7.0,8.0,4.0,12.0
E01003680,Redbridge 036F,E02006925,Redbridge 036,E09000026,Redbridge,4.0,2.0,3.0,1.0,5.0,3.0,4.0,2.0,7.0,2.0,2.0
E01003681,Redbridge 036G,E02006925,Redbridge 036,E09000026,Redbridge,9.0,11.0,9.0,9.0,11.0,9.0,25.0,10.0,12.0,16.0,11.0
E01003682,Redbridge 036H,E02006925,Redbridge 036,E09000026,Redbridge,11.0,3.0,7.0,6.0,6.0,1.0,4.0,2.0,4.0,8.0,1.0
E01003683,Redbridge 030A,E02000780,Redbridge 030,E09000026,Redbridge,17.0,9.0,14.0,7.0,16.0,13.0,12.0,6.0,5.0,10.0,7.0
E01003684,Redbridge 030B,E02000780,Redbridge 030,E09000026,Redbridge,11.0,9.0,4.0,10.0,7.0,10.0,13.0,6.0,3.0,16.0,11.0
E01003685,Redbridge 030C,E02000780,Redbridge 030,E09000026,Redbridge,9.0,8.0,5.0,12.0,2.0,4.0,10.0,4.0,6.0,14.0,14.0
E01003686,Redbridge 030D,E02000780,Redbridge 030,E09000026,Redbridge,12.0,13.0,6.0,9.0,4.0,11.0,6.0,12.0,3.0,10.0,5.0
E01003688,Redbridge 030F,E02000780,Redbridge 030,E09000026,Redbridge,17.0,7.0,9.0,7.0,13.0,8.0,6.0,11.0,10.0,10.0,12.0
E01003689,Redbridge 030G,E02000780,Redbridge 030,E09000026,Redbridge,42.0,44.0,40.0,35.0,47.0,51.0,40.0,54.0,61.0,42.0,38.0
E01003690,Redbridge 035A,E02006924,Redbridge 035,E09000026,Redbridge,23.0,16.0,18.0,13.0,20.0,16.0,18.0,10.0,12.0,14.0,22.0
E01003691,Redbridge 035B,E02006924,Redbridge 035,E09000026,Redbridge,10.0,2.0,4.0,6.0,7.0,3.0,5.0,7.0,3.0,8.0,3.0
E01003692,Redbridge 035C,E02006924,Redbridge 035,E09000026,Redbridge,10.0,6.0,2.0,10.0,4.0,9.0,5.0,9.0,8.0,6.0,9.0
E01003693,Redbridge 035D,E02006924,Redbridge 035,E09000026,Redbridge,9.0,1.0,10.0,2.0,11.0,12.0,6.0,3.0,3.0,4.0,5.0
E01003694,Redbridge 035E,E02006924,Redbridge 035,E09000026,Redbridge,4.0,2.0,5.0,2.0,2.0,7.0,6.0,1.0,2.0,6.0,3.0
E01003695,Redbridge 035F,E02006924,Redbridge 035,E09000026,Redbridge,10.0,6.0,6.0,2.0,0.0,10.0,8.0,4.0,4.0,2.0,10.0
E01003696,Redbridge 035G,E02006924,Redbridge 035,E09000026,Redbridge,8.0,4.0,2.0,7.0,9.0,5.0,8.0,10.0,5.0,6.0,9.0
E01003697,Redbridge 035H,E02006924,Redbridge 035,E09000026,Redbridge,6.0,4.0,2.0,6.0,12.0,11.0,7.0,6.0,13.0,6.0,12.0
E01003698,Redbridge 006A,E02000756,Redbridge 006,E09000026,Redbridge,12.0,6.0,2.0,1.0,7.0,4.0,13.0,11.0,5.0,8.0,4.0
E01003699,Redbridge 006B,E02000756,Redbridge 006,E09000026,Redbridge,17.0,12.0,8.0,7.0,15.0,12.0,7.0,7.0,10.0,6.0,8.0
E01003700,Redbridge 006C,E02000756,Redbridge 006,E09000026,Redbridge,21.0,22.0,12.0,21.0,12.0,18.0,7.0,12.0,12.0,8.0,11.0
E01003701,Redbridge 006D,E02000756,Redbridge 006,E09000026,Redbridge,12.0,17.0,10.0,19.0,10.0,11.0,20.0,12.0,12.0,12.0,10.0
E01003702,Redbridge 006E,E02000756,Redbridge 006,E09000026,Redbridge,26.0,8.0,8.0,14.0,9.0,11.0,12.0,4.0,9.0,4.0,3.0
E01003703,Redbridge 006F,E02000756,Redbridge 006,E09000026,Redbridge,12.0,10.0,12.0,11.0,5.0,7.0,9.0,11.0,4.0,8.0,4.0
E01003704,Redbridge 006G,E02000756,Redbridge 006,E09000026,Redbridge,16.0,10.0,9.0,6.0,5.0,9.0,10.0,7.0,12.0,8.0,12.0
E01003705,Redbridge 010A,E02000760,Redbridge 010,E09000026,Redbridge,28.0,28.0,15.0,13.0,16.0,15.0,18.0,17.0,11.0,2.0,17.0
E01003706,Redbridge 010B,E02000760,Redbridge 010,E09000026,Redbridge,25.0,6.0,3.0,5.0,2.0,4.0,1.0,3.0,9.0,12.0,2.0
E01003707,Redbridge 008A,E02000758,Redbridge 008,E09000026,Redbridge,14.0,6.0,4.0,10.0,4.0,8.0,8.0,6.0,10.0,10.0,3.0
E01003708,Redbridge 008B,E02000758,Redbridge 008,E09000026,Redbridge,35.0,14.0,10.0,18.0,10.0,10.0,6.0,6.0,28.0,10.0,6.0
E01003709,Redbridge 008C,E02000758,Redbridge 008,E09000026,Redbridge,9.0,2.0,7.0,3.0,2.0,9.0,4.0,3.0,0.0,2.0,2.0
E01003710,Redbridge 008D,E02000758,Redbridge 008,E09000026,Redbridge,5.0,2.0,5.0,2.0,0.0,3.0,11.0,1.0,2.0,4.0,1.0
E01003711,Redbridge 010C,E02000760,Redbridge 010,E09000026,Redbridge,14.0,11.0,6.0,19.0,13.0,7.0,10.0,7.0,7.0,10.0,8.0
E01003712,Redbridge 010D,E02000760,Redbridge 010,E09000026,Redbridge,14.0,7.0,6.0,6.0,5.0,7.0,5.0,7.0,8.0,2.0,7.0
E01003713,Redbridge 034A,E02006800,Redbridge 034,E09000026,Redbridge,10.0,9.0,2.0,7.0,6.0,5.0,11.0,3.0,2.0,10.0,3.0
E01003714,Redbridge 034B,E02006800,Redbridge 034,E09000026,Redbridge,18.0,14.0,16.0,25.0,9.0,16.0,17.0,16.0,16.0,10.0,16.0
E01003715,Redbridge 034C,E02006800,Redbridge 034,E09000026,Redbridge,15.0,6.0,11.0,8.0,11.0,13.0,23.0,12.0,8.0,18.0,15.0
E01003716,Redbridge 034D,E02006800,Redbridge 034,E09000026,Redbridge,18.0,11.0,6.0,10.0,13.0,11.0,6.0,11.0,10.0,12.0,6.0
E01003718,Redbridge 034E,E02006800,Redbridge 034,E09000026,Redbridge,14.0,8.0,10.0,10.0,4.0,6.0,11.0,11.0,11.0,2.0,6.0
E01003719,Redbridge 034F,E02006800,Redbridge 034,E09000026,Redbridge,16.0,13.0,11.0,14.0,12.0,12.0,28.0,11.0,10.0,16.0,18.0
E01003720,Redbridge 002A,E02000752,Redbridge 002,E09000026,Redbridge,46.0,35.0,10.0,12.0,12.0,15.0,19.0,13.0,4.0,16.0,13.0
E01003721,Redbridge 003A,E02000753,Redbridge 003,E09000026,Redbridge,40.0,17.0,6.0,10.0,7.0,10.0,11.0,7.0,5.0,12.0,16.0
E01003722,Redbridge 002B,E02000752,Redbridge 002,E09000026,Redbridge,18.0,18.0,8.0,10.0,11.0,17.0,16.0,14.0,7.0,8.0,6.0
E01003723,Redbridge 002C,E02000752,Redbridge 002,E09000026,Redbridge,21.0,11.0,9.0,11.0,9.0,10.0,17.0,16.0,9.0,6.0,19.0
E01003724,Redbridge 003B,E02000753,Redbridge 003,E09000026,Redbridge,15.0,11.0,13.0,7.0,9.0,10.0,5.0,4.0,3.0,4.0,4.0
E01003725,Redbridge 003C,E02000753,Redbridge 003,E09000026,Redbridge,22.0,18.0,7.0,6.0,13.0,9.0,13.0,12.0,5.0,0.0,4.0
E01003726,Redbridge 002D,E02000752,Redbridge 002,E09000026,Redbridge,51.0,22.0,16.0,14.0,25.0,17.0,14.0,16.0,11.0,32.0,10.0
E01003727,Redbridge 003D,E02000753,Redbridge 003,E09000026,Redbridge,14.0,16.0,13.0,6.0,14.0,21.0,17.0,6.0,12.0,8.0,8.0
E01003728,Redbridge 032A,E02000782,Redbridge 032,E09000026,Redbridge,33.0,22.0,26.0,34.0,28.0,26.0,29.0,48.0,28.0,38.0,40.0
E01003729,Redbridge 032B,E02000782,Redbridge 032,E09000026,Redbridge,23.0,22.0,23.0,16.0,15.0,17.0,21.0,24.0,15.0,8.0,17.0
E01003730,Redbridge 032C,E02000782,Redbridge 032,E09000026,Redbridge,9.0,11.0,5.0,8.0,15.0,7.0,6.0,8.0,10.0,6.0,11.0
E01003731,Redbridge 033A,E02000783,Redbridge 033,E09000026,Redbridge,16.0,4.0,10.0,1.0,6.0,1.0,9.0,10.0,7.0,6.0,6.0
E01003732,Redbridge 032D,E02000782,Redbridge 032,E09000026,Redbridge,22.0,19.0,11.0,14.0,4.0,10.0,7.0,11.0,2.0,8.0,10.0
E01003733,Redbridge 032E,E02000782,Redbridge 032,E09000026,Redbridge,16.0,11.0,9.0,8.0,18.0,17.0,10.0,8.0,14.0,14.0,11.0
E01003734,Redbridge 033B,E02000783,Redbridge 033,E09000026,Redbridge,22.0,12.0,14.0,15.0,12.0,8.0,18.0,11.0,10.0,10.0,12.0
E01003735,Redbridge 033C,E02000783,Redbridge 033,E09000026,Redbridge,18.0,12.0,18.0,15.0,11.0,15.0,13.0,13.0,17.0,16.0,17.0
E01003736,Redbridge 033D,E02000783,Redbridge 033,E09000026,Redbridge,12.0,6.0,10.0,9.0,4.0,6.0,8.0,4.0,8.0,6.0,2.0
E01003737,Redbridge 031A,E02000781,Redbridge 031,E09000026,Redbridge,10.0,9.0,6.0,11.0,13.0,14.0,10.0,7.0,10.0,10.0,13.0
E01003738,Redbridge 031B,E02000781,Redbridge 031,E09000026,Redbridge,5.0,1.0,9.0,5.0,7.0,10.0,11.0,11.0,12.0,6.0,14.0
E01003739,Redbridge 031C,E02000781,Redbridge 031,E09000026,Redbridge,17.0,7.0,19.0,12.0,11.0,13.0,14.0,7.0,8.0,10.0,10.0
E01003740,Redbridge 031D,E02000781,Redbridge 031,E09000026,Redbridge,20.0,6.0,8.0,13.0,23.0,12.0,7.0,15.0,13.0,24.0,16.0
E01003741,Redbridge 031E,E02000781,Redbridge 031,E09000026,Redbridge,8.0,6.0,9.0,6.0,6.0,4.0,4.0,4.0,12.0,6.0,2.0
E01003742,Redbridge 031F,E02000781,Redbridge 031,E09000026,Redbridge,7.0,5.0,12.0,6.0,1.0,11.0,9.0,15.0,12.0,30.0,9.0
E01003743,Redbridge 031G,E02000781,Redbridge 031,E09000026,Redbridge,22.0,8.0,9.0,14.0,23.0,11.0,17.0,8.0,15.0,22.0,13.0
E01003744,Redbridge 001A,E02000751,Redbridge 001,E09000026,Redbridge,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0,4.0
E01003745,Redbridge 001B,E02000751,Redbridge 001,E09000026,Redbridge,1.0,2.0,2.0,6.0,3.0,4.0,7.0,0.0,4.0,0.0,4.0
E01003746,Redbridge 001C,E02000751,Redbridge 001,E09000026,Redbridge,14.0,6.0,8.0,9.0,4.0,5.0,10.0,8.0,7.0,8.0,1.0
E01003747,Redbridge 001D,E02000751,Redbridge 001,E09000026,Redbridge,4.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0
E01003748,Redbridge 001E,E02000751,Redbridge 001,E09000026,Redbridge,11.0,4.0,6.0,7.0,5.0,4.0,11.0,1.0,9.0,18.0,9.0
E01003749,Redbridge 001F,E02000751,Redbridge 001,E09000026,Redbridge,14.0,6.0,3.0,7.0,4.0,8.0,4.0,1.0,1.0,6.0,5.0
E01003750,Redbridge 001G,E02000751,Redbridge 001,E09000026,Redbridge,18.0,19.0,15.0,9.0,15.0,15.0,15.0,11.0,9.0,6.0,17.0
E01003751,Redbridge 020A,E02000770,Redbridge 020,E09000026,Redbridge,10.0,10.0,9.0,12.0,13.0,7.0,12.0,3.0,9.0,10.0,8.0
E01003752,Redbridge 023A,E02000773,Redbridge 023,E09000026,Redbridge,10.0,10.0,4.0,7.0,5.0,1.0,4.0,4.0,6.0,8.0,5.0
E01003753,Redbridge 020B,E02000770,Redbridge 020,E09000026,Redbridge,8.0,7.0,6.0,6.0,6.0,4.0,4.0,8.0,8.0,2.0,4.0
E01003754,Redbridge 020C,E02000770,Redbridge 020,E09000026,Redbridge,6.0,9.0,8.0,9.0,3.0,3.0,3.0,4.0,3.0,8.0,7.0
E01003755,Redbridge 023B,E02000773,Redbridge 023,E09000026,Redbridge,12.0,9.0,11.0,10.0,10.0,7.0,7.0,11.0,7.0,10.0,10.0
E01003756,Redbridge 023C,E02000773,Redbridge 023,E09000026,Redbridge,10.0,3.0,7.0,9.0,8.0,7.0,6.0,10.0,9.0,14.0,15.0
E01003757,Redbridge 020D,E02000770,Redbridge 020,E09000026,Redbridge,12.0,11.0,6.0,12.0,12.0,2.0,5.0,4.0,6.0,4.0,4.0
E01003758,Redbridge 023D,E02000773,Redbridge 023,E09000026,Redbridge,23.0,12.0,12.0,18.0,16.0,16.0,17.0,13.0,14.0,10.0,20.0
E01003759,Redbridge 009A,E02000759,Redbridge 009,E09000026,Redbridge,7.0,7.0,4.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,5.0
E01003760,Redbridge 009B,E02000759,Redbridge 009,E09000026,Redbridge,18.0,32.0,12.0,11.0,12.0,13.0,20.0,10.0,9.0,20.0,6.0
E01003761,Redbridge 009C,E02000759,Redbridge 009,E09000026,Redbridge,18.0,32.0,17.0,10.0,4.0,7.0,18.0,14.0,7.0,14.0,12.0
E01003762,Redbridge 009D,E02000759,Redbridge 009,E09000026,Redbridge,19.0,6.0,5.0,12.0,11.0,6.0,6.0,4.0,10.0,4.0,12.0
