LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_mean_2001,HHI_mean_2002,HHI_mean_2003,HHI_mean_2004,HHI_mean_2005,HHI_mean_2006,HHI_mean_2007,HHI_mean_2008,HHI_mean_2009,HHI_mean_2010,HHI_mean_2011,HHI_mean_2012
E01003897,Richmond upon Thames 014D,E09000027,Richmond upon Thames,45990,46590,48650,51600,52460,55670,56570,60580,60540,62780,65000,66350
E01003898,Richmond upon Thames 015A,E09000027,Richmond upon Thames,44290,44890,46910,49810,50690,53840,54760,58680,58690,60890,63050,64380
E01003899,Richmond upon Thames 015B,E09000027,Richmond upon Thames,42360,43080,45170,48120,49140,52360,53430,57430,57620,59960,62270,63760
E01003900,Richmond upon Thames 015C,E09000027,Richmond upon Thames,35620,36300,38150,40740,41720,44580,45630,49200,49520,51700,53870,55340
E01003901,Richmond upon Thames 015D,E09000027,Richmond upon Thames,41000,41760,43840,46780,47830,51040,52160,56150,56400,58770,61110,62650
E01003902,Richmond upon Thames 015E,E09000027,Richmond upon Thames,39720,40420,42410,45220,46210,49280,50340,54160,54390,56660,58910,60380
E01003903,Richmond upon Thames 015F,E09000027,Richmond upon Thames,39100,39630,41420,44000,44800,47630,48490,52020,52080,54110,56110,57380
E01003904,Richmond upon Thames 015G,E09000027,Richmond upon Thames,42490,42970,44820,47500,48260,51180,51980,55640,55580,57610,59610,60820
E01003905,Richmond upon Thames 010A,E09000027,Richmond upon Thames,38990,39510,41280,43850,44650,47470,48320,51840,51910,53930,55930,57200
E01003906,Richmond upon Thames 010B,E09000027,Richmond upon Thames,37270,37870,39690,42270,43160,46010,46960,50510,50700,52800,54880,56240
E01003907,Richmond upon Thames 010C,E09000027,Richmond upon Thames,34960,35410,36990,39280,40000,42520,43310,46480,46570,48420,50250,51430
E01003908,Richmond upon Thames 010D,E09000027,Richmond upon Thames,40050,40520,42270,44830,45570,48370,49160,52660,52640,54610,56540,57730
E01003909,Richmond upon Thames 010E,E09000027,Richmond upon Thames,39910,40390,42150,44710,45470,48280,49090,52590,52590,54560,56500,57700
E01003910,Richmond upon Thames 011D,E09000027,Richmond upon Thames,40200,40850,42780,45530,46450,49470,50450,54210,54370,56580,58770,60180
E01033570,Richmond upon Thames 004G,E09000027,Richmond upon Thames,48910,49030,50670,53220,53580,56330,56710,60170,59590,61240,62810,63530
E01033571,Richmond upon Thames 004H,E09000027,Richmond upon Thames,45860,46330,48260,51090,51860,54970,55800,59700,59620,61780,63910,65190
E01003911,Southwark 020A,E09000028,Southwark,30300,30630,31970,33940,34570,36770,37460,40230,40330,41950,43560,44600
E01003912,Southwark 019A,E09000028,Southwark,27510,27630,28660,30250,30650,32430,32890,35160,35110,36380,37640,38410
E01003913,Southwark 024A,E09000028,Southwark,36040,36760,38660,41330,42340,45260,46310,49920,50210,52380,54530,55960
E01003914,Southwark 024B,E09000028,Southwark,35510,36130,37920,40450,41340,44100,45030,48440,48610,50600,52560,53820
E01003915,Southwark 024C,E09000028,Southwark,29600,30240,31870,34130,35040,37540,38500,41590,41920,43830,45720,47020
E01003916,Southwark 020B,E09000028,Southwark,30850,31240,32650,34710,35400,37690,38440,41320,41450,43140,44820,45910
E01003917,Southwark 020C,E09000028,Southwark,29730,30270,31810,34010,34860,37330,38280,41360,41710,43650,45580,46930
E01003918,Southwark 020D,E09000028,Southwark,26360,26740,28010,29840,30500,32560,33300,35880,36100,37680,39250,40320
E01003919,Southwark 021A,E09000028,Southwark,32710,33050,34480,36590,37240,39580,40290,43220,43290,44970,46650,47710
E01003920,Southwark 021B,E09000028,Southwark,26100,26500,27770,29610,30290,32360,33110,35710,35940,37540,39120,40210
E01003921,Southwark 021C,E09000028,Southwark,27370,27750,29060,30950,31620,33730,34480,37140,37330,38940,40550,41620
E01003922,Southwark 021D,E09000028,Southwark,28270,28660,30000,31940,32620,34790,35540,38260,38440,40070,41690,42760
E01003923,Southwark 017A,E09000028,Southwark,30870,31470,33100,35400,36290,38840,39800,42960,43270,45200,47110,48410
E01003924,Southwark 021E,E09000028,Southwark,27110,27300,28380,30030,30480,32310,32830,35150,35140,36450,37740,38540
E01003925,Southwark 020E,E09000028,Southwark,26450,26920,28290,30250,31020,33220,34070,36840,37170,38910,40650,41880
E01003926,Southwark 021F,E09000028,Southwark,27380,27790,29120,31050,31750,33910,34690,37410,37640,39300,40960,42090
E01003927,Southwark 002A,E09000028,Southwark,32420,33350,35370,38120,39360,42400,43720,47450,48040,50430,52810,54490
E01003929,Southwark 002B,E09000028,Southwark,35090,35970,38030,40840,42040,45140,46380,50190,50660,53010,55340,56940
E01003930,Southwark 034A,E09000028,Southwark,32020,32520,34090,36340,37140,39640,40510,43630,43850,45720,47580,48820
E01003932,Southwark 034B,E09000028,Southwark,28800,29270,30710,32760,33520,35810,36640,39510,39750,41500,43230,44410
E01003933,Southwark 034C,E09000028,Southwark,34180,34630,36220,38500,39250,41770,42560,45700,45780,47580,49350,50460
E01003934,Southwark 002C,E09000028,Southwark,36550,37260,39190,41880,42910,45880,46970,50650,50980,53210,55440,56940
E01003935,Southwark 002D,E09000028,Southwark,35940,36780,38820,41640,42810,45920,47150,50990,51440,53810,56170,57780
E01003936,Southwark 009A,E09000028,Southwark,40250,41080,43250,46270,47460,50800,52050,56180,56570,59070,61550,63210
E01003937,Southwark 009B,E09000028,Southwark,35570,35940,37470,39730,40390,42870,43570,46670,46660,48390,50090,51120
E01003938,Southwark 006A,E09000028,Southwark,30260,30820,32410,34640,35510,38000,38950,42060,42380,44300,46220,47540
E01003939,Southwark 002E,E09000028,Southwark,35870,36500,38310,40860,41770,44560,45500,48930,49090,51080,53020,54260
E01003940,Southwark 006B,E09000028,Southwark,28630,29050,30420,32410,33100,35310,36070,38820,39000,40640,42280,43350
E01003941,Southwark 006C,E09000028,Southwark,32720,33580,35560,38270,39480,42500,43790,47520,48110,50500,52880,54570
E01003942,Southwark 006D,E09000028,Southwark,30080,30390,31680,33600,34180,36310,36940,39610,39650,41180,42690,43640
E01003943,Southwark 009C,E09000028,Southwark,27810,28200,29530,31450,32130,34280,35030,37720,37910,39540,41150,42230
E01003945,Southwark 033A,E09000028,Southwark,39320,40060,42070,44890,45900,48960,50000,53780,53970,56160,58320,59690
E01003946,Southwark 033B,E09000028,Southwark,39030,39780,41800,44630,45670,48770,49850,53680,53930,56200,58440,59900
E01003947,Southwark 033C,E09000028,Southwark,30210,30720,32220,34350,35110,37460,38280,41200,41390,43130,44860,46000
E01003948,Southwark 033D,E09000028,Southwark,37670,38350,40260,42940,43890,46820,47820,51440,51640,53760,55860,57220
E01003949,Southwark 032A,E09000028,Southwark,38140,38740,40580,43210,44100,46970,47920,51490,51640,53720,55780,57090
E01003950,Southwark 032B,E09000028,Southwark,31870,32270,33720,35830,36500,38830,39570,42500,42600,44310,46010,47110
E01003951,Southwark 033E,E09000028,Southwark,42200,42960,45090,48080,49130,52390,53470,57490,57660,59990,62280,63730
E01003952,Southwark 030A,E09000028,Southwark,41320,42200,44440,47550,48770,52210,53520,57790,58240,60890,63530,65340
E01003953,Southwark 028A,E09000028,Southwark,38840,39820,42080,45180,46490,49890,51260,55470,55990,58620,61230,63040
E01003954,Southwark 030B,E09000028,Southwark,40440,41270,43430,46440,47600,50920,52170,56300,56710,59250,61780,63510
E01003955,Southwark 028B,E09000028,Southwark,38810,39690,41850,44820,46010,49270,50500,54530,54920,57370,59800,61450
E01003956,Southwark 030C,E09000028,Southwark,40510,41420,43670,46780,48020,51460,52790,57050,57530,60180,62820,64640
E01003957,Southwark 032C,E09000028,Southwark,38560,39390,41500,44430,45600,48840,50090,54110,54540,57020,59490,61190
E01003958,Southwark 032D,E09000028,Southwark,38350,39160,41230,44130,45280,48480,49720,53700,54140,56610,59070,60770
E01003960,Southwark 012A,E09000028,Southwark,32460,32710,34030,36000,36540,38720,39310,42060,42010,43540,45060,45970
E01003961,Southwark 012B,E09000028,Southwark,26420,26700,27870,29590,30140,32070,32690,35110,35210,36630,38050,38970
E01003963,Southwark 016A,E09000028,Southwark,26220,26500,27650,29360,29910,31830,32450,34860,34960,36380,37780,38700
E01003964,Southwark 015A,E09000028,Southwark,29220,29690,31140,33230,34010,36340,37200,40130,40400,42200,43990,45220
E01003966,Southwark 015B,E09000028,Southwark,27740,27990,29170,30920,31450,33400,33990,36450,36500,37920,39320,40210
E01003967,Southwark 016B,E09000028,Southwark,25930,26270,27480,29260,29880,31880,32580,35100,35300,36830,38360,39400
E01003968,Southwark 015C,E09000028,Southwark,25860,26090,27190,28830,29330,31180,31750,34080,34160,35530,36900,37780
E01003969,Southwark 017B,E09000028,Southwark,31010,31450,32930,35050,35770,38110,38890,41810,41940,43650,45330,46410
E01003970,Southwark 016C,E09000028,Southwark,25780,26200,27510,29380,30100,32210,33030,35680,35990,37660,39340,40520
E01003971,Southwark 015D,E09000028,Southwark,24520,24830,25970,27640,28220,30100,30750,33110,33280,34710,36130,37090
E01003972,Southwark 016D,E09000028,Southwark,28110,28570,29980,32000,32760,35020,35860,38700,38970,40720,42460,43650
E01003973,Southwark 016E,E09000028,Southwark,26310,26740,28070,29980,30710,32840,33650,36320,36590,38240,39890,41010
E01003974,Southwark 015E,E09000028,Southwark,25230,25670,26970,28820,29550,31650,32460,35090,35410,37070,38730,39900
E01003975,Southwark 004A,E09000028,Southwark,27250,27630,28940,30840,31540,33700,34500,37240,37530,39250,40980,42180
E01003976,Southwark 003A,E09000028,Southwark,32050,33110,35240,38060,39340,42400,43690,47380,47900,50190,52440,53970
E01003977,Southwark 010A,E09000028,Southwark,27520,27900,29190,31070,31730,33830,34550,37190,37370,38960,40530,41580
E01003978,Southwark 004B,E09000028,Southwark,32550,32870,34280,36370,37030,39370,40120,43090,43200,44950,46690,47820
E01003979,Southwark 006E,E09000028,Southwark,33240,33640,35140,37320,38000,40410,41140,44150,44210,45920,47620,48680
E01003980,Southwark 013A,E09000028,Southwark,29310,29480,30610,32330,32750,34650,35120,37500,37390,38660,39910,40610
E01003981,Southwark 006F,E09000028,Southwark,31850,32340,33880,36100,36880,39330,40170,43230,43420,45240,47040,48220
E01003983,Southwark 018A,E09000028,Southwark,25170,25470,26600,28280,28830,30700,31320,33670,33780,35170,36540,37430
E01003984,Southwark 023A,E09000028,Southwark,27940,28360,29710,31650,32340,34500,35250,37930,38100,39700,41280,42310
E01003986,Southwark 011A,E09000028,Southwark,25340,25490,26490,28030,28460,30200,30720,32950,33000,34310,35600,36440
E01003987,Southwark 011B,E09000028,Southwark,26710,26870,27930,29550,30010,31840,32380,34720,34750,36110,37450,38310
E01003988,Southwark 018B,E09000028,Southwark,26620,26880,28030,29740,30270,32170,32760,35150,35200,36580,37950,38810
E01003989,Southwark 018C,E09000028,Southwark,26860,27120,28270,29980,30500,32410,32980,35380,35420,36800,38160,39020
E01003990,Southwark 018D,E09000028,Southwark,26250,26600,27830,29630,30250,32250,32940,35450,35600,37090,38570,39540
E01003991,Southwark 017C,E09000028,Southwark,26950,27260,28470,30240,30810,32780,33410,35880,35980,37430,38870,39810
E01003992,Southwark 014A,E09000028,Southwark,27430,27850,29190,31110,31800,33940,34680,37350,37540,39150,40740,41800
E01003993,Southwark 017D,E09000028,Southwark,26420,26850,28170,30050,30750,32860,33630,36260,36500,38120,39730,40830
E01003994,Southwark 012E,E09000028,Southwark,28410,28700,29950,31790,32360,34410,35050,37620,37700,39190,40670,41620
E01003995,Southwark 014B,E09000028,Southwark,29640,30120,31600,33700,34460,36790,37610,40520,40730,42480,44210,45370
E01003997,Southwark 017E,E09000028,Southwark,31470,31910,33390,35530,36250,38620,39410,42370,42510,44250,45980,47100
E01003998,Southwark 014D,E09000028,Southwark,33740,34270,35910,38260,39090,41680,42560,45780,45950,47850,49730,50950
E01003999,Southwark 014E,E09000028,Southwark,30640,31040,32450,34490,35160,37420,38150,40970,41070,42700,44320,45360
E01004000,Southwark 026A,E09000028,Southwark,28940,29360,30750,32760,33480,35730,36540,39370,39600,41320,43040,44200
E01004001,Southwark 026B,E09000028,Southwark,26940,27360,28690,30600,31320,33480,34290,37010,37290,38980,40670,41840
E01004002,Southwark 029A,E09000028,Southwark,35170,35770,37530,40020,40910,43660,44620,48030,48260,50300,52330,53660
E01004003,Southwark 023B,E09000028,Southwark,26720,27170,28510,30440,31170,33320,34110,36800,37060,38710,40350,41470
E01004004,Southwark 023C,E09000028,Southwark,29530,29970,31400,33450,34170,36450,37230,40070,40250,41940,43610,44710
E01004005,Southwark 023D,E09000028,Southwark,24970,25500,26890,28830,29650,31830,32740,35470,35860,37600,39350,40600
E01004006,Southwark 023E,E09000028,Southwark,28570,29120,30640,32790,33640,36040,36970,39960,40300,42160,44020,45300
E01004007,Southwark 018E,E09000028,Southwark,26790,27070,28250,29990,30550,32500,33120,35580,35670,37110,38550,39470
E01004008,Southwark 022B,E09000028,Southwark,27170,27530,28790,30630,31250,33300,33990,36560,36700,38220,39730,40710
E01004010,Southwark 022D,E09000028,Southwark,29450,29620,30750,32480,32910,34830,35310,37720,37630,38950,40240,41010
E01004011,Southwark 019B,E09000028,Southwark,25920,26270,27500,29280,29920,31920,32640,35170,35370,36920,38460,39500
E01004012,Southwark 019C,E09000028,Southwark,27110,27600,29010,31010,31800,34050,34910,37710,38010,39740,41450,42630
E01004013,Southwark 019D,E09000028,Southwark,27380,27630,28790,30530,31060,33000,33600,36060,36120,37550,38970,39870
E01004014,Southwark 019E,E09000028,Southwark,29010,28990,29930,31430,31660,33310,33580,35670,35370,36380,37360,37810
E01004015,Southwark 028C,E09000028,Southwark,38160,38990,41060,43940,45050,48190,49350,53220,53550,55880,58180,59720
E01004016,Southwark 029B,E09000028,Southwark,35280,35890,37650,40150,41050,43800,44760,48180,48400,50440,52460,53800
E01004017,Southwark 029C,E09000028,Southwark,36770,37530,39520,42280,43360,46410,47550,51310,51660,53940,56210,57720
E01004018,Southwark 032E,E09000028,Southwark,38110,38990,41130,44100,45310,48580,49880,53930,54410,56930,59450,61180
E01004019,Southwark 026C,E09000028,Southwark,32610,33150,34790,37120,38000,40610,41570,44830,45130,47140,49130,50490
E01004020,Southwark 029D,E09000028,Southwark,31590,32080,33610,35810,36580,39010,39840,42880,43070,44880,46680,47880
E01004021,Southwark 028D,E09000028,Southwark,38070,38940,41060,43980,45130,48330,49530,53460,53830,56220,58580,60160
E01004022,Southwark 004C,E09000028,Southwark,29900,30390,31890,34050,34880,37320,38260,41340,41680,43610,45540,46890
E01004023,Southwark 004D,E09000028,Southwark,29900,30170,31440,33350,33940,36090,36780,39520,39660,41300,42940,44040
E01004024,Southwark 011C,E09000028,Southwark,27940,28060,29110,30740,31160,33000,33510,35880,35870,37230,38580,39430
E01004027,Southwark 003E,E09000028,Southwark,33670,34650,36740,39550,40760,43790,44990,48660,49070,51290,53480,54940
E01004028,Southwark 004E,E09000028,Southwark,27940,28470,29960,32070,32940,35340,36320,39340,39780,41720,43680,45080
E01004029,Southwark 001A,E09000028,Southwark,41210,41880,43860,46640,47510,50480,51340,54980,54940,56940,58880,60030
E01004030,Southwark 007A,E09000028,Southwark,33290,33630,35080,37220,37880,40270,41020,44030,44120,45880,47620,48740
E01004031,Southwark 007B,E09000028,Southwark,32500,32750,34070,36050,36600,38820,39450,42260,42270,43870,45470,46470
E01004032,Southwark 001B,E09000028,Southwark,42270,43040,45150,48100,49080,52240,53210,57070,57110,59270,61380,62670
E01004033,Southwark 007C,E09000028,Southwark,29920,30130,31330,33150,33660,35700,36280,38870,38890,40380,41860,42800
E01004034,Southwark 007D,E09000028,Southwark,29830,29990,31140,32890,33350,35310,35840,38360,38330,39750,41160,42050
E01004035,Southwark 011D,E09000028,Southwark,28230,28300,29310,30900,31280,33080,33530,35840,35770,37060,38340,39120
E01004036,Southwark 007E,E09000028,Southwark,28540,28720,29830,31530,31980,33900,34430,36870,36870,38260,39650,40520
E01004037,Southwark 010B,E09000028,Southwark,30810,30940,32070,33830,34230,36170,36630,39100,38960,40300,41620,42380
E01004038,Southwark 010C,E09000028,Southwark,31660,31850,33070,34930,35390,37450,37970,40580,40480,41920,43330,44170
E01004039,Southwark 013B,E09000028,Southwark,30960,31220,32500,34420,34970,37100,37720,40410,40420,41950,43470,44420
E01004040,Southwark 013C,E09000028,Southwark,26310,26480,27520,29100,29530,31310,31820,34080,34090,35390,36680,37500
E01004041,Southwark 013D,E09000028,Southwark,27890,28100,29230,30930,31410,33320,33860,36280,36290,37670,39050,39910
E01004042,Southwark 010D,E09000028,Southwark,26220,26550,27750,29520,30120,32090,32770,35250,35410,36900,38380,39360
E01004043,Southwark 010E,E09000028,Southwark,29370,29940,31510,33720,34600,37080,38060,41150,41530,43470,45420,46780
E01004044,Southwark 013E,E09000028,Southwark,26900,27390,28790,30780,31580,33820,34700,37530,37870,39650,41440,42700
E01004045,Southwark 027A,E09000028,Southwark,30930,31160,32400,34270,34770,36840,37410,40030,39990,41460,42920,43800
E01004046,Southwark 028E,E09000028,Southwark,37320,38310,40540,43580,44880,48220,49580,53680,54210,56770,59310,61070
E01004047,Southwark 027B,E09000028,Southwark,29010,29350,30660,32570,33200,35350,36060,38770,38910,40530,42140,43210
E01004048,Southwark 027C,E09000028,Southwark,36960,37390,39030,41430,42170,44820,45630,48960,49020,50930,52820,54010
E01004049,Southwark 027D,E09000028,Southwark,30640,31160,32700,34900,35720,38180,39080,42150,42420,44300,46160,47430
E01004050,Southwark 024D,E09000028,Southwark,38380,39070,41020,43760,44720,47700,48690,52350,52510,54630,56710,58030
E01004051,Southwark 027E,E09000028,Southwark,38400,38950,40750,43340,44200,47060,47980,51530,51650,53710,55740,57020
E01004052,Southwark 024E,E09000028,Southwark,35000,36050,38280,41290,42660,45970,47400,51460,52090,54670,57220,59020
E01004053,Southwark 001C,E09000028,Southwark,45340,46070,48230,51260,52190,55430,56330,60290,60210,62350,64430,65640
E01004054,Southwark 001D,E09000028,Southwark,44610,45400,47610,50700,51710,55010,56000,60030,60040,62280,64460,65770
E01004055,Southwark 001E,E09000028,Southwark,31640,32350,34090,36490,37430,40040,41010,44230,44520,46470,48400,49700
E01004056,Southwark 008A,E09000028,Southwark,38580,39040,40740,43220,43950,46660,47440,50830,50840,52760,54660,55830
E01004057,Southwark 008B,E09000028,Southwark,39400,39790,41440,43880,44540,47200,47920,51270,51210,53080,54920,56040
E01004058,Southwark 008C,E09000028,Southwark,45300,45800,47730,50560,51340,54410,55230,59080,58980,61100,63180,64420
E01004059,Southwark 008D,E09000028,Southwark,45430,45730,47460,50060,50620,53440,54040,57580,57280,59120,60930,61920
E01004060,Southwark 008E,E09000028,Southwark,36430,36700,38130,40280,40810,43180,43760,46750,46640,48280,49910,50880
E01004061,Southwark 025A,E09000028,Southwark,35190,36100,38190,41040,42270,45410,46690,50550,51060,53480,55880,57550
E01004062,Southwark 025B,E09000028,Southwark,31070,31640,33240,35490,36320,38780,39650,42700,42900,44720,46510,47680
E01004063,Southwark 025C,E09000028,Southwark,33310,34180,36180,38900,40090,43090,44330,48020,48530,50840,53150,54750
E01004064,Southwark 026D,E09000028,Southwark,29460,29820,31170,33150,33810,36020,36760,39540,39700,41360,43010,44100
E01004065,Southwark 025D,E09000028,Southwark,34000,35110,37390,40440,41890,45260,46790,50920,51680,54360,57040,58970
E01004066,Southwark 025E,E09000028,Southwark,33050,33560,35160,37420,38180,40660,41450,44510,44600,46350,48070,49150
E01004067,Southwark 022E,E09000028,Southwark,28850,29240,30600,32570,33250,35440,36180,38920,39080,40710,42320,43380
E01004068,Southwark 026E,E09000028,Southwark,28240,28680,30070,32070,32810,35050,35880,38700,38970,40710,42440,43630
E01004069,Southwark 031A,E09000028,Southwark,56110,57580,60860,65290,67070,71860,73680,79550,80120,83680,87210,89590
E01004070,Southwark 031B,E09000028,Southwark,45550,46620,49140,52580,53880,57580,58890,63430,63730,66410,69050,70770
E01004071,Southwark 030D,E09000028,Southwark,39230,39950,41960,44780,45820,48930,50040,53910,54210,56550,58870,60430
E01004072,Southwark 030E,E09000028,Southwark,48700,49660,52210,55780,57110,61020,62430,67290,67670,70600,73510,75460
E01004073,Southwark 031C,E09000028,Southwark,49750,51000,53860,57730,59250,63430,64980,70100,70550,73630,76680,78710
E01004074,Southwark 031D,E09000028,Southwark,52480,53550,56270,60030,61330,65340,66620,71530,71650,74430,77150,78830
E01004075,Southwark 031E,E09000028,Southwark,56640,58210,61590,66160,68040,72970,74890,80920,81560,85240,88880,91340
E01032583,Southwark 034D,E09000028,Southwark,32570,33090,34700,36990,37820,40360,41250,44420,44640,46530,48410,49650
E01032584,Southwark 034E,E09000028,Southwark,32570,33080,34660,36930,37720,40230,41090,44210,44400,46240,48070,49260
E01032637,Southwark 003F,E09000028,Southwark,45950,47140,49830,53450,54890,58770,60190,64890,65230,67980,70670,72410
E01032638,Southwark 003G,E09000028,Southwark,48750,49770,52350,55900,57150,60910,62100,66650,66710,69230,71670,73120
E01032639,Southwark 014F,E09000028,Southwark,29630,30360,32100,34490,35540,38210,39330,42630,43120,45220,47320,48800
E01032640,Southwark 003H,E09000028,Southwark,48820,49910,52560,56190,57510,61370,62650,67320,67470,70110,72680,74260
E01032646,Southwark 003I,E09000028,Southwark,35470,37020,39780,43360,45230,49150,51060,55790,56820,59950,63060,65320
E01032719,Southwark 014G,E09000028,Southwark,27140,27720,29230,31330,32210,34570,35530,38480,38880,40760,42650,43980
E01032720,Southwark 009F,E09000028,Southwark,28280,28800,30280,32370,33190,35540,36440,39370,39710,41540,43380,44650
E01032722,Southwark 012F,E09000028,Southwark,28350,28810,30220,32240,32980,35230,36050,38860,39090,40800,42490,43620
E01032803,Southwark 003J,E09000028,Southwark,39330,40500,42970,46260,47680,51220,52620,56900,57350,59920,62440,64110
E01032805,Southwark 022F,E09000028,Southwark,27920,28120,29230,30920,31370,33240,33740,36100,36050,37360,38650,39420
E01032834,Southwark 003K,E09000028,Southwark,48740,49770,52360,55920,57180,60950,62150,66720,66790,69310,71760,73230
E01004076,Sutton 011A,E09000029,Sutton,33360,33570,34860,36820,37300,39460,40010,42760,42660,44180,45680,46580
E01004077,Sutton 011B,E09000029,Sutton,32890,33130,34440,36400,36910,39090,39670,42430,42380,43920,45460,46390
E01004078,Sutton 011C,E09000029,Sutton,31580,31830,33110,35030,35540,37670,38260,40960,40950,42480,44000,44950
E01004079,Sutton 011D,E09000029,Sutton,35560,36000,37590,39910,40640,43200,43990,47210,47290,49150,50980,52140
E01004080,Sutton 011E,E09000029,Sutton,35400,35720,37180,39350,39950,42350,43010,46040,46010,47710,49390,50410
E01004081,Sutton 011F,E09000029,Sutton,34240,34520,35910,37990,38540,40840,41460,44370,44330,45960,47570,48560
E01004082,Sutton 011G,E09000029,Sutton,34810,35150,36610,38770,39380,41770,42450,45460,45450,47160,48840,49880
E01004083,Sutton 019A,E09000029,Sutton,25070,25230,26220,27720,28130,29820,30290,32450,32450,33680,34900,35670
E01004084,Sutton 024A,E09000029,Sutton,38740,39130,40760,43130,43750,46310,46930,50110,49920,51580,53190,54070
E01004085,Sutton 024B,E09000029,Sutton,37040,37420,38990,41280,41900,44380,45020,48110,47980,49640,51260,52190
E01004086,Sutton 019B,E09000029,Sutton,30120,30360,31600,33450,33960,36010,36590,39180,39160,40610,42040,42910
E01004087,Sutton 017A,E09000029,Sutton,35630,36030,37590,39850,40490,42950,43610,46660,46580,48230,49840,50770
E01004088,Sutton 019C,E09000029,Sutton,24520,24670,25620,27090,27480,29130,29600,31710,31720,32930,34130,34900
E01004089,Sutton 019D,E09000029,Sutton,25500,25630,26600,28090,28470,30160,30610,32750,32730,33950,35150,35900
E01004090,Sutton 021A,E09000029,Sutton,28460,28600,29660,31290,31680,33510,33970,36320,36250,37560,38870,39670
E01004091,Sutton 022A,E09000029,Sutton,41190,42100,44300,47330,48410,51620,52670,56570,56660,58850,60980,62270
E01004092,Sutton 022B,E09000029,Sutton,38610,39690,42030,45160,46450,49820,51110,55200,55590,58040,60460,62060
E01004093,Sutton 025A,E09000029,Sutton,39810,40510,42490,45270,46220,49240,50240,53990,54150,56340,58500,59890
E01004094,Sutton 025B,E09000029,Sutton,37780,38260,39930,42340,43040,45650,46370,49620,49560,51360,53120,54180
E01004095,Sutton 025C,E09000029,Sutton,40450,41030,42900,45560,46370,49250,50090,53660,53650,55640,57600,58790
E01004096,Sutton 021B,E09000029,Sutton,33790,34010,35330,37330,37830,40040,40600,43410,43320,44880,46410,47340
E01004097,Sutton 015A,E09000029,Sutton,36730,37190,38830,41210,41930,44540,45300,48540,48550,50370,52170,53260
E01004098,Sutton 015B,E09000029,Sutton,37130,37550,39160,41520,42190,44760,45470,48680,48630,50400,52140,53170
E01004099,Sutton 015C,E09000029,Sutton,33150,33690,35320,37630,38430,40980,41840,45010,45180,47050,48900,50100
E01004100,Sutton 015D,E09000029,Sutton,34970,35480,37120,39470,40240,42830,43650,46870,46980,48840,50690,51860
E01004101,Sutton 013A,E09000029,Sutton,34620,35170,36850,39230,40030,42640,43480,46710,46820,48680,50510,51670
E01004102,Sutton 015E,E09000029,Sutton,35030,35540,37190,39560,40330,42930,43760,47000,47110,48990,50840,52020
E01004103,Sutton 013B,E09000029,Sutton,34200,34740,36380,38730,39520,42090,42920,46110,46230,48080,49900,51070
E01004104,Sutton 020A,E09000029,Sutton,37990,38370,39980,42350,43020,45630,46360,49630,49600,51420,53220,54310
E01004105,Sutton 022C,E09000029,Sutton,38690,39680,41920,44940,46130,49360,50530,54450,54720,57000,59240,60670
E01004106,Sutton 022D,E09000029,Sutton,45620,46580,48980,52280,53420,56910,58000,62230,62260,64580,66830,68150
E01004107,Sutton 020B,E09000029,Sutton,31960,32390,33870,36020,36740,39140,39940,42950,43120,44910,46700,47870
E01004108,Sutton 024C,E09000029,Sutton,35290,35890,37620,40080,40920,43590,44460,47760,47860,49750,51590,52740
E01004109,Sutton 024D,E09000029,Sutton,32570,33020,34530,36700,37400,39790,40530,43510,43590,45310,47010,48090
E01004110,Sutton 016A,E09000029,Sutton,36610,37000,38570,40870,41530,44050,44750,47920,47900,49680,51450,52530
E01004111,Sutton 016B,E09000029,Sutton,35160,35720,37430,39870,40700,43380,44270,47600,47770,49740,51680,52940
E01004112,Sutton 016C,E09000029,Sutton,40860,41440,43320,46030,46880,49840,50740,54430,54490,56590,58660,59950
E01004114,Sutton 025D,E09000029,Sutton,49030,49590,51700,54760,55580,58870,59700,63770,63570,65730,67820,69000
E01004115,Sutton 009A,E09000029,Sutton,35230,35560,37030,39200,39800,42200,42860,45890,45870,47580,49270,50320
E01004116,Sutton 008A,E09000029,Sutton,34350,34910,36590,38990,39840,42510,43440,46770,47000,49010,51000,52330
E01004117,Sutton 006A,E09000029,Sutton,35440,35990,37690,40120,40950,43630,44520,47870,48050,50020,51980,53250
E01004118,Sutton 009B,E09000029,Sutton,33990,34300,35720,37820,38400,40720,41370,44300,44290,45940,47580,48590
E01004119,Sutton 009C,E09000029,Sutton,34970,35300,36760,38930,39530,41920,42590,45610,45590,47300,48990,50030
E01004120,Sutton 016D,E09000029,Sutton,38260,38770,40520,43040,43830,46590,47430,50870,50930,52900,54850,56060
E01004121,Sutton 006B,E09000029,Sutton,35320,35740,37310,39590,40290,42800,43560,46720,46770,48580,50370,51490
E01004122,Sutton 008B,E09000029,Sutton,36600,37060,38710,41100,41850,44490,45300,48610,48690,50600,52490,53690
E01004123,Sutton 002A,E09000029,Sutton,25510,25920,27190,29000,29670,31680,32410,34930,35130,36650,38150,39150
E01004124,Sutton 002B,E09000029,Sutton,25960,26350,27610,29420,30070,32090,32800,35320,35490,37010,38510,39500
E01004125,Sutton 001A,E09000029,Sutton,24900,25270,26470,28220,28850,30810,31510,33960,34170,35660,37150,38150
E01004126,Sutton 002C,E09000029,Sutton,24920,25320,26560,28330,28990,30960,31680,34150,34350,35850,37340,38340
