LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_mean_2001,HHI_mean_2002,HHI_mean_2003,HHI_mean_2004,HHI_mean_2005,HHI_mean_2006,HHI_mean_2007,HHI_mean_2008,HHI_mean_2009,HHI_mean_2010,HHI_mean_2011,HHI_mean_2012
E01002217,Harrow 028D,E09000015,Harrow,24170,24540,25720,27420,28050,29960,30670,33080,33310,34800,36290,37320
E01002218,Harrow 030A,E09000015,Harrow,31630,31810,33020,34850,35300,37340,37840,40440,40350,41780,43200,44060
E01002219,Harrow 030B,E09000015,Harrow,31200,31330,32470,34230,34620,36580,37040,39530,39400,40760,42110,42900
E01002220,Harrow 031C,E09000015,Harrow,33000,33250,34570,36560,37080,39280,39870,42660,42610,44170,45710,46650
E01002221,Harrow 030C,E09000015,Harrow,31920,32130,33370,35260,35730,37830,38370,41030,40970,42460,43940,44850
E01002222,Harrow 030D,E09000015,Harrow,33190,33420,34730,36690,37200,39380,39940,42700,42630,44160,45670,46580
E01002223,Harrow 031D,E09000015,Harrow,31970,32230,33540,35500,36040,38200,38800,41540,41520,43060,44590,45530
E01002224,Harrow 031E,E09000015,Harrow,29870,30040,31190,32930,33370,35310,35810,38290,38230,39610,40980,41820
E01002225,Harrow 001C,E09000015,Harrow,42240,42490,44080,46500,47050,49700,50300,53650,53410,55190,56920,57890
E01002226,Harrow 001D,E09000015,Harrow,36900,37090,38460,40540,40980,43270,43750,46630,46390,47890,49350,50140
E01002227,Harrow 003A,E09000015,Harrow,29700,29850,30970,32680,33090,35010,35490,37940,37870,39240,40610,41450
E01002228,Harrow 003B,E09000015,Harrow,41220,41050,42180,44070,44150,46200,46320,48950,48300,49460,50570,50990
E01002229,Harrow 003C,E09000015,Harrow,33780,34030,35380,37410,37940,40180,40780,43620,43560,45140,46710,47660
E01002230,Harrow 003D,E09000015,Harrow,37880,37990,39310,41360,41730,43980,44410,47260,46970,48440,49880,50660
E01002231,Harrow 013E,E09000015,Harrow,32310,32330,33390,35080,35350,37210,37530,39910,39620,40830,42020,42650
E01002232,Harrow 011A,E09000015,Harrow,30900,31050,32190,33950,34340,36290,36740,39220,39080,40420,41740,42510
E01002233,Harrow 011B,E09000015,Harrow,29380,29490,30550,32200,32560,34400,34820,37170,37050,38330,39600,40350
E01002234,Harrow 011C,E09000015,Harrow,30130,30220,31290,32950,33300,35140,35540,37900,37730,38990,40230,40940
E01002235,Harrow 011D,E09000015,Harrow,28340,28430,29440,31020,31360,33110,33510,35750,35620,36830,38030,38740
E01002236,Harrow 011E,E09000015,Harrow,29000,29170,30280,31970,32390,34270,34750,37150,37070,38400,39720,40510
E01002237,Harrow 024A,E09000015,Harrow,34300,34520,35850,37840,38300,40480,40990,43740,43570,45050,46500,47330
E01002238,Harrow 024B,E09000015,Harrow,36800,37050,38480,40620,41120,43470,44010,46960,46770,48350,49890,50780
E01002239,Harrow 025C,E09000015,Harrow,36430,36800,38350,40610,41230,43700,44350,47440,47360,49050,50710,51690
E01002240,Harrow 024C,E09000015,Harrow,34180,34480,35890,37960,38510,40790,41380,44250,44160,45730,47280,48200
E01002241,Harrow 025D,E09000015,Harrow,34340,34680,36120,38250,38830,41150,41780,44690,44630,46240,47830,48780
E01002242,Harrow 024D,E09000015,Harrow,36780,37270,38960,41380,42150,44810,45630,48950,49010,50910,52780,53950
E01032576,Harrow 032E,E09000015,Harrow,36210,36470,37890,40040,40590,42980,43600,46640,46580,48280,49970,51010
E01002243,Havering 013A,E09000016,Havering,29440,29600,30730,32460,32900,34840,35360,37830,37790,39170,40550,41390
E01002244,Havering 011A,E09000016,Havering,31480,31660,32870,34710,35160,37210,37720,40320,40230,41660,43060,43900
E01002245,Havering 011B,E09000016,Havering,30500,30680,31860,33650,34100,36090,36610,39130,39060,40460,41840,42670
E01002246,Havering 017A,E09000016,Havering,30330,30680,32030,34000,34630,36820,37500,40250,40330,41920,43500,44500
E01002247,Havering 017B,E09000016,Havering,31520,31760,33020,34910,35410,37500,38050,40690,40620,42070,43500,44360
E01002248,Havering 017C,E09000016,Havering,29890,30110,31310,33110,33590,35580,36120,38640,38590,39990,41370,42200
E01002249,Havering 017D,E09000016,Havering,32030,32260,33530,35440,35930,38040,38580,41230,41140,42600,44020,44860
E01002250,Havering 017E,E09000016,Havering,30210,30560,31910,33880,34510,36700,37400,40150,40250,41860,43450,44480
E01002251,Havering 017F,E09000016,Havering,28520,28840,30090,31940,32520,34570,35210,37790,37870,39370,40860,41800
E01002252,Havering 018A,E09000016,Havering,33710,33920,35240,37240,37760,40000,40610,43470,43440,45060,46660,47660
E01002253,Havering 019A,E09000016,Havering,37770,38500,40460,43210,44210,47210,48260,51960,52190,54370,56520,57920
E01002254,Havering 019B,E09000016,Havering,37960,38630,40540,43220,44160,47090,48080,51700,51880,53990,56070,57400
E01002255,Havering 022A,E09000016,Havering,34220,34530,35950,38070,38680,41040,41720,44710,44730,46450,48140,49210
E01002256,Havering 018B,E09000016,Havering,34050,34340,35740,37840,38450,40810,41500,44500,44550,46290,48010,49110
E01002257,Havering 019C,E09000016,Havering,41460,42180,44250,47160,48160,51330,52380,56300,56460,58730,60970,62390
E01002258,Havering 018C,E09000016,Havering,30600,30890,32200,34150,34760,36960,37660,40460,40580,42250,43910,45010
E01002259,Havering 018D,E09000016,Havering,34440,34620,35920,37920,38410,40640,41210,44060,43990,45580,47150,48100
E01002260,Havering 026A,E09000016,Havering,32510,32600,33740,35520,35890,37870,38310,40850,40670,42030,43380,44150
E01002261,Havering 026B,E09000016,Havering,31360,31500,32660,34460,34880,36880,37370,39920,39820,41230,42620,43450
E01002262,Havering 026C,E09000016,Havering,30230,30380,31510,33260,33680,35630,36130,38620,38540,39930,41290,42120
E01002263,Havering 026D,E09000016,Havering,32630,32900,34240,36250,36810,39050,39680,42500,42500,44100,45670,46650
E01002264,Havering 026E,E09000016,Havering,26430,26680,27800,29480,30000,31900,32510,34920,35030,36470,37910,38860
E01002265,Havering 025A,E09000016,Havering,32400,32770,34190,36270,36900,39190,39870,42750,42790,44430,46060,47080
E01002266,Havering 027A,E09000016,Havering,29690,29830,30950,32670,33080,35000,35490,37930,37850,39200,40540,41340
E01002267,Havering 027B,E09000016,Havering,28170,28410,29580,31330,31840,33800,34390,36880,36930,38370,39790,40700
E01002268,Havering 010A,E09000016,Havering,33610,34030,35560,37780,38510,41000,41810,44950,45110,46980,48830,50060
E01002269,Havering 010B,E09000016,Havering,34810,35070,36450,38540,39080,41400,42030,44970,44930,46590,48220,49230
E01002270,Havering 015A,E09000016,Havering,45850,46120,47830,50430,50960,53770,54340,57870,57520,59320,61070,61980
E01002271,Havering 015B,E09000016,Havering,43870,44340,46200,48920,49670,52640,53430,57140,57040,59070,61060,62230
E01002272,Havering 014A,E09000016,Havering,35680,36030,37540,39760,40390,42850,43550,46640,46640,48390,50120,51190
E01002273,Havering 015C,E09000016,Havering,39660,40100,41810,44320,45030,47780,48550,51990,51970,53910,55820,56990
E01002274,Havering 014B,E09000016,Havering,36530,36850,38350,40570,41170,43620,44280,47370,47310,49030,50720,51750
E01002275,Havering 015D,E09000016,Havering,39450,39890,41600,44090,44800,47530,48290,51710,51680,53580,55450,56590
E01002276,Havering 001A,E09000016,Havering,26870,27180,28370,30130,30690,32640,33260,35710,35780,37200,38600,39480
E01002277,Havering 002A,E09000016,Havering,25630,25940,27100,28800,29360,31270,31900,34300,34420,35840,37260,38180
E01002278,Havering 001B,E09000016,Havering,24600,24890,26000,27640,28190,30020,30640,32950,33070,34450,35810,36710
E01002279,Havering 002B,E09000016,Havering,25220,25570,26770,28510,29130,31090,31780,34230,34410,35890,37370,38350
E01002280,Havering 004A,E09000016,Havering,23500,23710,24700,26200,26670,28360,28910,31070,31170,32450,33730,34570
E01002281,Havering 002C,E09000016,Havering,24060,24350,25450,27070,27620,29440,30060,32350,32500,33870,35240,36150
E01002282,Havering 004B,E09000016,Havering,24440,24550,25480,26920,27290,28910,29360,31430,31420,32610,33780,34520
E01002283,Havering 002D,E09000016,Havering,24930,25240,26380,28060,28640,30520,31160,33530,33680,35100,36510,37440
E01002284,Havering 004C,E09000016,Havering,24930,25210,26330,27990,28540,30410,31040,33400,33550,34970,36380,37310
E01002285,Havering 025B,E09000016,Havering,34530,34820,36230,38320,38870,41180,41790,44690,44620,46230,47810,48760
E01002286,Havering 025C,E09000016,Havering,33960,34460,36080,38400,39190,41750,42610,45820,45980,47870,49750,50970
E01002287,Havering 023A,E09000016,Havering,32860,33150,34510,36530,37100,39360,40000,42850,42850,44480,46080,47090
E01002288,Havering 025D,E09000016,Havering,36390,36740,38260,40500,41120,43580,44250,47350,47290,49000,50690,51700
E01002289,Havering 022B,E09000016,Havering,33490,33890,35400,37600,38320,40770,41570,44670,44800,46630,48450,49630
E01002290,Havering 025E,E09000016,Havering,34030,34320,35710,37780,38330,40610,41220,44090,44030,45620,47190,48130
E01002291,Havering 023B,E09000016,Havering,32710,33040,34460,36540,37170,39500,40210,43150,43230,44950,46660,47760
E01002292,Havering 022C,E09000016,Havering,31380,31640,32920,34850,35390,37550,38170,40910,40940,42520,44090,45080
E01002293,Havering 007A,E09000016,Havering,33580,33840,35190,37200,37720,39940,40520,43310,43230,44770,46290,47190
E01002294,Havering 007B,E09000016,Havering,32850,33310,34850,37070,37820,40270,41070,44130,44260,46050,47810,48940
E01002295,Havering 010C,E09000016,Havering,34340,34530,35820,37800,38270,40470,41010,43810,43690,45230,46760,47670
E01002296,Havering 007C,E09000016,Havering,32680,33000,34380,36430,37010,39260,39890,42720,42700,44280,45830,46770
E01002297,Havering 004D,E09000016,Havering,25230,25490,26610,28260,28810,30680,31310,33680,33830,35250,36680,37630
E01002298,Havering 007D,E09000016,Havering,31680,32080,33510,35600,36270,38580,39310,42200,42290,43980,45640,46700
E01002299,Havering 002E,E09000016,Havering,27320,27730,29060,30970,31670,33810,34570,37260,37470,39090,40700,41780
E01002300,Havering 007E,E09000016,Havering,31630,32080,33570,35720,36450,38820,39610,42590,42730,44480,46210,47330
E01002301,Havering 003A,E09000016,Havering,31020,31170,32330,34120,34540,36540,37030,39570,39480,40880,42260,43080
E01002302,Havering 005A,E09000016,Havering,30970,31170,32390,34230,34710,36760,37300,39900,39850,41290,42720,43580
E01002303,Havering 003B,E09000016,Havering,27230,27510,28700,30470,31030,33020,33660,36180,36300,37790,39280,40250
E01002304,Havering 003C,E09000016,Havering,31090,31210,32350,34120,34530,36500,36980,39490,39380,40760,42110,42910
E01002305,Havering 005B,E09000016,Havering,30200,30410,31610,33420,33900,35920,36470,39040,39000,40440,41860,42740
E01002306,Havering 003D,E09000016,Havering,26940,27160,28280,29950,30450,32330,32910,35310,35370,36770,38170,39060
E01002307,Havering 003E,E09000016,Havering,28830,29000,30130,31840,32300,34220,34740,37190,37170,38550,39920,40770
E01002308,Havering 005C,E09000016,Havering,28640,28840,29980,31700,32170,34100,34640,37100,37090,38490,39870,40740
