LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_median_2001,HHI_median_2002,HHI_median_2003,HHI_median_2004,HHI_median_2005,HHI_median_2006,HHI_median_2007,HHI_median_2008,HHI_median_2009,HHI_median_2010,HHI_median_2011,HHI_median_2012
E01003692,Redbridge 035C,E09000026,Redbridge,27920,28280,29060,30750,30800,32580,33540,34600,36120,37120,38950,39710
E01003693,Redbridge 035D,E09000026,Redbridge,29700,30070,30890,32660,32690,34550,35540,36630,38200,39210,41100,41860
E01003694,Redbridge 035E,E09000026,Redbridge,27990,28300,29030,30660,30660,32390,33290,34290,35760,36700,38470,39190
E01003695,Redbridge 035F,E09000026,Redbridge,26270,26500,27130,28600,28540,30090,30890,31780,33110,33950,35570,36220
E01003696,Redbridge 035G,E09000026,Redbridge,26840,27210,27980,29630,29690,31430,32380,33420,34910,35890,37680,38430
E01003697,Redbridge 035H,E09000026,Redbridge,27630,28050,28890,30640,30750,32590,33620,34750,36340,37410,39330,40160
E01003698,Redbridge 006A,E09000026,Redbridge,26950,27380,28230,29960,30090,31920,32950,34070,35650,36710,38590,39410
E01003699,Redbridge 006B,E09000026,Redbridge,26220,26660,27500,29210,29360,31160,32180,33300,34860,35910,37770,38590
E01003700,Redbridge 006C,E09000026,Redbridge,25980,26310,27040,28620,28660,30320,31200,32180,33580,34480,36160,36830
E01003701,Redbridge 006D,E09000026,Redbridge,25930,26280,27030,28630,28690,30380,31290,32300,33740,34690,36420,37140
E01003702,Redbridge 006E,E09000026,Redbridge,25320,25660,26390,27940,28010,29660,30560,31550,32960,33900,35610,36330
E01003703,Redbridge 006F,E09000026,Redbridge,28350,28800,29680,31490,31600,33500,34550,35680,37290,38340,40240,41020
E01003704,Redbridge 006G,E09000026,Redbridge,25060,25370,26060,27580,27620,29220,30080,31040,32410,33310,34970,35660
E01003705,Redbridge 010A,E09000026,Redbridge,26830,27110,27800,29360,29340,30990,31850,32800,34180,35060,36730,37380
E01003706,Redbridge 010B,E09000026,Redbridge,24440,24800,25540,27090,27190,28840,29770,30790,32240,33210,34940,35720
E01003707,Redbridge 008A,E09000026,Redbridge,26730,27030,27740,29320,29330,30990,31860,32830,34220,35120,36800,37460
E01003708,Redbridge 008B,E09000026,Redbridge,22930,23220,23860,25260,25310,26800,27620,28530,29820,30690,32250,32930
E01003709,Redbridge 008C,E09000026,Redbridge,26310,26680,27460,29100,29180,30910,31850,32890,34370,35340,37110,37840
E01003710,Redbridge 008D,E09000026,Redbridge,27610,27800,28400,29890,29760,31310,32050,32880,34140,34890,36420,36930
E01003711,Redbridge 010C,E09000026,Redbridge,26030,26340,27040,28590,28610,30240,31120,32080,33470,34370,36040,36710
E01003712,Redbridge 010D,E09000026,Redbridge,23470,23660,24210,25530,25480,26880,27600,28410,29600,30350,31800,32370
E01003713,Redbridge 034A,E09000026,Redbridge,26660,26840,27410,28830,28700,30180,30890,31670,32870,33580,35040,35520
E01003714,Redbridge 034B,E09000026,Redbridge,24270,24530,25150,26560,26540,28020,28790,29640,30890,31680,33180,33770
E01003715,Redbridge 034C,E09000026,Redbridge,25360,25560,26140,27530,27440,28900,29610,30410,31610,32350,33800,34320
E01003716,Redbridge 034D,E09000026,Redbridge,25340,25610,26270,27760,27750,29310,30120,31010,32310,33140,34720,35330
E01003718,Redbridge 034E,E09000026,Redbridge,25130,25380,26010,27450,27410,28930,29710,30570,31850,32650,34200,34800
E01003719,Redbridge 034F,E09000026,Redbridge,25320,25600,26260,27740,27730,29290,30110,31010,32320,33160,34750,35370
E01003720,Redbridge 002A,E09000026,Redbridge,21740,21960,22530,23820,23840,25210,25960,26780,27970,28750,30180,30790
E01003721,Redbridge 003A,E09000026,Redbridge,24030,24440,25210,26780,26920,28570,29500,30520,31940,32890,34580,35310
E01003722,Redbridge 002B,E09000026,Redbridge,21830,22110,22740,24100,24170,25630,26440,27340,28610,29470,31000,31670
E01003723,Redbridge 002C,E09000026,Redbridge,20950,21300,21990,23400,23560,25080,25970,26950,28290,29240,30850,31610
E01003724,Redbridge 003B,E09000026,Redbridge,24940,25330,26100,27690,27800,29470,30390,31390,32810,33750,35430,36140
E01003725,Redbridge 003C,E09000026,Redbridge,24760,24950,25520,26880,26790,28200,28890,29660,30810,31510,32900,33390
E01003726,Redbridge 002D,E09000026,Redbridge,21700,21940,22520,23830,23860,25260,26020,26870,28080,28880,30340,30960
E01003727,Redbridge 003D,E09000026,Redbridge,22130,22420,23060,24430,24490,25940,26730,27590,28830,29640,31120,31740
E01003728,Redbridge 032A,E09000026,Redbridge,21680,22010,22680,24070,24180,25650,26480,27380,28650,29490,31000,31650
E01003729,Redbridge 032B,E09000026,Redbridge,21420,21440,21800,22830,22640,23730,24210,24750,25620,26110,27190,27510
E01003730,Redbridge 032C,E09000026,Redbridge,21820,21980,22470,23660,23580,24840,25460,26150,27190,27830,29090,29540
E01003731,Redbridge 033A,E09000026,Redbridge,21660,21830,22320,23520,23460,24720,25340,26040,27080,27710,28970,29420
E01003732,Redbridge 032D,E09000026,Redbridge,23400,23350,23660,24690,24390,25460,25870,26350,27160,27580,28600,28820
E01003733,Redbridge 032E,E09000026,Redbridge,23080,23180,23640,24830,24680,25930,26500,27150,28150,28740,29960,30350
E01003734,Redbridge 033B,E09000026,Redbridge,22020,22300,22920,24260,24300,25720,26480,27320,28520,29300,30740,31330
E01003735,Redbridge 033C,E09000026,Redbridge,20350,20490,20950,22060,21990,23160,23740,24380,25350,25930,27100,27510
E01003736,Redbridge 033D,E09000026,Redbridge,24520,24600,25050,26270,26070,27340,27900,28520,29520,30070,31290,31630
E01003737,Redbridge 031A,E09000026,Redbridge,27410,27730,28460,30080,30080,31790,32690,33680,35120,36050,37780,38460
E01003738,Redbridge 031B,E09000026,Redbridge,27610,27800,28410,29890,29770,31330,32080,32930,34210,34980,36540,37080
E01003739,Redbridge 031C,E09000026,Redbridge,25950,26220,26890,28400,28390,29990,30830,31760,33110,33980,35610,36260
E01003740,Redbridge 031D,E09000026,Redbridge,26550,26790,27430,28930,28870,30460,31260,32160,33490,34340,35950,36570
E01003741,Redbridge 031E,E09000026,Redbridge,25990,26190,26790,28230,28150,29670,30430,31270,32540,33330,34860,35440
E01003742,Redbridge 031F,E09000026,Redbridge,26030,26250,26880,28340,28280,29830,30610,31490,32790,33610,35180,35790
E01003743,Redbridge 031G,E09000026,Redbridge,25450,25580,26100,27430,27290,28690,29360,30120,31280,31980,33400,33900
E01003744,Redbridge 001A,E09000026,Redbridge,32080,32620,33640,35710,35860,38040,39260,40590,42480,43750,46010,47000
E01003745,Redbridge 001B,E09000026,Redbridge,38400,38870,39890,42130,42100,44430,45620,46930,48850,50050,52370,53230
E01003746,Redbridge 001C,E09000026,Redbridge,33460,33910,34840,36850,36870,38970,40070,41280,43030,44160,46270,47100
E01003747,Redbridge 001D,E09000026,Redbridge,37190,37630,38600,40770,40730,42990,44140,45410,47280,48450,50710,51560
E01003748,Redbridge 001E,E09000026,Redbridge,36800,37120,37960,39970,39810,41870,42860,43950,45620,46600,48610,49260
E01003749,Redbridge 001F,E09000026,Redbridge,32630,33030,33900,35820,35810,37820,38860,40010,41690,42760,44790,45580
E01003750,Redbridge 001G,E09000026,Redbridge,30590,31040,31950,33850,33930,35930,37020,38220,39940,41070,43140,44020
E01003751,Redbridge 020A,E09000026,Redbridge,25570,25850,26530,28030,28040,29630,30480,31420,32780,33660,35310,35980
E01003752,Redbridge 023A,E09000026,Redbridge,27630,27900,28590,30160,30110,31760,32600,33520,34880,35730,37380,37990
E01003753,Redbridge 020B,E09000026,Redbridge,25290,25580,26250,27740,27760,29350,30200,31140,32510,33400,35060,35750
E01003754,Redbridge 020C,E09000026,Redbridge,26140,26350,26960,28410,28340,29870,30640,31500,32780,33580,35130,35710
E01003755,Redbridge 023B,E09000026,Redbridge,25760,26100,26830,28400,28460,30120,31030,32020,33450,34390,36110,36830
E01003756,Redbridge 023C,E09000026,Redbridge,25190,25560,26310,27890,27970,29650,30570,31590,33030,33990,35720,36470
E01003757,Redbridge 020D,E09000026,Redbridge,26020,26160,26690,28060,27920,29360,30050,30830,32020,32740,34200,34720
E01003758,Redbridge 023D,E09000026,Redbridge,24210,24520,25190,26660,26700,28260,29100,30040,31380,32260,33880,34560
E01003759,Redbridge 009A,E09000026,Redbridge,30650,31230,32270,34310,34510,36650,37850,39150,40970,42180,44330,45260
E01003760,Redbridge 009B,E09000026,Redbridge,26950,27390,28250,29980,30110,31930,32930,34030,35580,36610,38460,39240
E01003761,Redbridge 009C,E09000026,Redbridge,21970,22280,22920,24290,24360,25810,26610,27500,28750,29590,31100,31750
E01003762,Redbridge 009D,E09000026,Redbridge,29900,30330,31190,33030,33080,34990,36000,37100,38690,39710,41610,42360
E01003763,Redbridge 009E,E09000026,Redbridge,28530,28940,29770,31530,31590,33420,34400,35470,37000,37980,39800,40520
E01003764,Redbridge 009F,E09000026,Redbridge,28500,29030,30000,31900,32090,34090,35220,36460,38170,39330,41380,42280
E01003765,Redbridge 009G,E09000026,Redbridge,29690,30260,31280,33270,33480,35560,36750,38030,39810,41000,43120,44040
E01003766,Redbridge 024A,E09000026,Redbridge,25280,25480,26070,27460,27380,28840,29570,30380,31590,32340,33810,34350
E01003767,Redbridge 024B,E09000026,Redbridge,25140,25290,25810,27130,26990,28370,29030,29760,30890,31560,32940,33410
E01003768,Redbridge 024C,E09000026,Redbridge,23310,23610,24280,25710,25780,27310,28150,29080,30420,31310,32930,33640
E01003769,Redbridge 022A,E09000026,Redbridge,24720,24890,25440,26780,26670,28080,28760,29520,30680,31390,32800,33300
E01003770,Redbridge 022B,E09000026,Redbridge,27010,27290,27980,29530,29480,31100,31910,32810,34130,34950,36540,37110
E01003771,Redbridge 022C,E09000026,Redbridge,25700,25910,26490,27900,27810,29290,30010,30810,32020,32750,34220,34740
E01003772,Redbridge 024D,E09000026,Redbridge,26510,26730,27350,28830,28740,30280,31040,31890,33150,33930,35450,36000
E01003773,Redbridge 022D,E09000026,Redbridge,26890,27240,28000,29630,29670,31370,32280,33270,34700,35620,37330,38010
E01003774,Redbridge 014A,E09000026,Redbridge,31830,32330,33300,35290,35390,37480,38610,39840,41600,42740,44840,45700
E01003775,Redbridge 014B,E09000026,Redbridge,31990,32480,33430,35430,35510,37590,38710,39930,41690,42820,44910,45760
E01003776,Redbridge 014C,E09000026,Redbridge,27680,28050,28830,30510,30550,32320,33270,34310,35810,36800,38610,39360
E01003777,Redbridge 014D,E09000026,Redbridge,31870,32420,33440,35500,35650,37810,39000,40300,42130,43350,45540,46470
E01003778,Redbridge 014E,E09000026,Redbridge,30660,31190,32190,34180,34340,36430,37590,38860,40640,41820,43950,44850
E01003779,Redbridge 014F,E09000026,Redbridge,29820,30330,31280,33220,33370,35410,36540,37790,39540,40710,42810,43720
E01003780,Redbridge 014G,E09000026,Redbridge,34970,35470,36490,38640,38700,40940,42130,43430,45300,46500,48740,49630
E01003781,Redbridge 026A,E09000026,Redbridge,24850,25310,26160,27830,28010,29770,30770,31870,33390,34430,36240,37050
E01003782,Redbridge 026B,E09000026,Redbridge,23160,23550,24300,25820,25960,27570,28490,29490,30890,31850,33520,34280
E01003783,Redbridge 029A,E09000026,Redbridge,23220,23480,24100,25490,25510,26980,27770,28650,29910,30750,32270,32920
E01003784,Redbridge 029B,E09000026,Redbridge,25210,25500,26180,27690,27710,29300,30140,31070,32420,33290,34910,35560
E01003785,Redbridge 029C,E09000026,Redbridge,23820,24130,24810,26280,26340,27900,28760,29700,31050,31950,33570,34270
E01003786,Redbridge 026C,E09000026,Redbridge,27620,28020,28830,30530,30590,32380,33330,34360,35850,36810,38590,39300
E01003787,Redbridge 026D,E09000026,Redbridge,26860,27130,27810,29350,29310,30910,31710,32600,33910,34720,36290,36860
E01003788,Redbridge 029D,E09000026,Redbridge,24240,24510,25160,26610,26630,28160,28980,29880,31190,32050,33640,34300
E01003789,Redbridge 018A,E09000026,Redbridge,31180,31930,33150,35410,35780,38160,39580,41120,43220,44690,47190,48390
E01003790,Redbridge 027A,E09000026,Redbridge,30860,31220,32040,33860,33860,35770,36770,37880,39500,40550,42500,43290
E01003791,Redbridge 027B,E09000026,Redbridge,31600,32130,33140,35180,35340,37500,38700,40030,41890,43150,45380,46360
E01003792,Redbridge 027C,E09000026,Redbridge,32770,33290,34300,36380,36510,38690,39890,41210,43080,44320,46560,47520
E01003793,Redbridge 027D,E09000026,Redbridge,27140,27390,28050,29580,29530,31140,31970,32890,34250,35120,36780,37440
E01003794,Redbridge 018B,E09000026,Redbridge,31040,31630,32680,34750,34950,37100,38310,39620,41460,42690,44870,45810
E01003795,Redbridge 018C,E09000026,Redbridge,33190,33850,35000,37230,37460,39780,41090,42500,44470,45790,48120,49120
E01003796,Redbridge 018D,E09000026,Redbridge,30840,31490,32590,34720,34970,37190,38460,39840,41750,43040,45300,46310
E01032581,Redbridge 034G,E09000026,Redbridge,24820,24960,25480,26790,26650,28020,28670,29400,30520,31190,32560,33030
E01033589,Redbridge 030H,E09000026,Redbridge,22650,23200,24100,25780,26100,27890,28990,30170,31770,32900,34780,35700
E01033590,Redbridge 019H,E09000026,Redbridge,24770,25190,25990,27610,27750,29450,30410,31460,32930,33910,35660,36410
E01033591,Redbridge 030I,E09000026,Redbridge,22460,22600,23080,24290,24190,25460,26080,26780,27830,28470,29750,30200
E01033592,Redbridge 019I,E09000026,Redbridge,27510,27810,28520,30120,30090,31760,32620,33570,34970,35850,37530,38170
E01003797,Richmond upon Thames 001A,E09000027,Richmond upon Thames,43500,44320,45750,48580,48770,51690,53270,54980,57410,58980,61860,63020
E01003798,Richmond upon Thames 001B,E09000027,Richmond upon Thames,35820,36480,37640,39950,40090,42470,43750,45130,47100,48370,50720,51650
E01003799,Richmond upon Thames 001C,E09000027,Richmond upon Thames,41160,41890,43200,45840,45980,48700,50150,51730,53980,55430,58110,59180
E01003800,Richmond upon Thames 001D,E09000027,Richmond upon Thames,32180,32850,33980,36150,36360,38610,39870,41230,43140,44420,46690,47670
E01003801,Richmond upon Thames 001E,E09000027,Richmond upon Thames,36570,37250,38450,40820,40980,43410,44730,46150,48180,49480,51890,52860
E01003802,Richmond upon Thames 001F,E09000027,Richmond upon Thames,38440,39000,40090,42400,42390,44740,45920,47210,49100,50250,52500,53300
E01003803,Richmond upon Thames 001G,E09000027,Richmond upon Thames,27740,28310,29290,31160,31350,33300,34410,35600,37280,38420,40420,41320
E01003804,Richmond upon Thames 005A,E09000027,Richmond upon Thames,33800,34530,35750,38060,38300,40690,42030,43480,45510,46860,49270,50320
E01003805,Richmond upon Thames 012A,E09000027,Richmond upon Thames,40200,41010,42390,45050,45270,48010,49490,51100,53360,54810,57480,58540
E01003806,Richmond upon Thames 012B,E09000027,Richmond upon Thames,41180,42090,43590,46420,46740,49660,51310,53080,55540,57180,60090,61330
E01003807,Richmond upon Thames 005B,E09000027,Richmond upon Thames,33050,33750,34920,37160,37380,39680,40970,42350,44290,45570,47870,48840
E01003808,Richmond upon Thames 005C,E09000027,Richmond upon Thames,35740,36400,37560,39860,39990,42350,43620,44990,46940,48200,50520,51450
E01003809,Richmond upon Thames 005D,E09000027,Richmond upon Thames,38650,39390,40680,43210,43390,45990,47390,48910,51070,52460,55020,56050
E01003810,Richmond upon Thames 019A,E09000027,Richmond upon Thames,32790,33460,34630,36860,37120,39460,40800,42250,44270,45650,48050,49130
E01003811,Richmond upon Thames 018A,E09000027,Richmond upon Thames,33790,34580,35850,38210,38490,40920,42290,43760,45800,47160,49580,50610
E01003812,Richmond upon Thames 018B,E09000027,Richmond upon Thames,31670,32370,33520,35700,35930,38170,39420,40760,42640,43880,46100,47040
E01003813,Richmond upon Thames 019B,E09000027,Richmond upon Thames,34100,34650,35700,37850,37950,40180,41380,42690,44560,45780,48020,48940
E01003814,Richmond upon Thames 019C,E09000027,Richmond upon Thames,30880,31420,32410,34410,34540,36620,37770,39020,40790,41970,44090,44990
E01003815,Richmond upon Thames 019D,E09000027,Richmond upon Thames,30670,31130,32030,33920,33980,35950,37000,38150,39810,40890,42880,43690
E01003816,Richmond upon Thames 012C,E09000027,Richmond upon Thames,34200,35060,36410,38880,39240,41800,43290,44890,47070,48570,51140,52300
E01003817,Richmond upon Thames 012D,E09000027,Richmond upon Thames,28650,29440,30660,32820,33200,35450,36790,38230,40180,41540,43840,44930
E01003818,Richmond upon Thames 017A,E09000027,Richmond upon Thames,29110,29540,30410,32230,32320,34240,35280,36430,38070,39150,41110,41940
E01003819,Richmond upon Thames 017B,E09000027,Richmond upon Thames,24570,24910,25640,27170,27250,28880,29790,30780,32200,33150,34860,35610
E01003820,Richmond upon Thames 017C,E09000027,Richmond upon Thames,26850,27350,28250,30050,30250,32160,33260,34470,36150,37310,39320,40250
E01003821,Richmond upon Thames 008A,E09000027,Richmond upon Thames,34020,34680,35830,38050,38210,40490,41710,43030,44910,46110,48330,49200
E01003822,Richmond upon Thames 023A,E09000027,Richmond upon Thames,35310,35920,37040,39290,39410,41730,42970,44320,46240,47470,49750,50650
E01003823,Richmond upon Thames 023B,E09000027,Richmond upon Thames,32010,32550,33540,35560,35650,37730,38840,40030,41750,42840,44880,45660
E01003824,Richmond upon Thames 023C,E09000027,Richmond upon Thames,32610,33270,34410,36620,36840,39120,40400,41780,43720,45000,47290,48270
E01003825,Richmond upon Thames 023D,E09000027,Richmond upon Thames,31110,31790,32920,35080,35340,37580,38860,40240,42160,43450,45720,46720
E01003826,Richmond upon Thames 023E,E09000027,Richmond upon Thames,26680,27250,28210,30050,30280,32210,33320,34530,36200,37350,39340,40250
E01003827,Richmond upon Thames 023F,E09000027,Richmond upon Thames,31190,31710,32680,34650,34740,36770,37850,39030,40720,41800,43810,44610
E01003828,Richmond upon Thames 020A,E09000027,Richmond upon Thames,30290,30750,31650,33540,33610,35560,36610,37740,39370,40420,42370,43140
E01003829,Richmond upon Thames 020B,E09000027,Richmond upon Thames,24630,25100,25950,27610,27800,29550,30550,31640,33150,34180,35980,36790
E01003830,Richmond upon Thames 020C,E09000027,Richmond upon Thames,28790,29290,30220,32090,32230,34180,35260,36430,38080,39160,41130,41950
E01003831,Richmond upon Thames 020D,E09000027,Richmond upon Thames,28170,28590,29430,31170,31240,33050,34020,35080,36610,37590,39420,40150
E01003832,Richmond upon Thames 020E,E09000027,Richmond upon Thames,24270,24640,25370,26890,26970,28570,29450,30410,31770,32680,34320,35020
E01003833,Richmond upon Thames 020F,E09000027,Richmond upon Thames,26870,27220,27970,29590,29610,31290,32170,33150,34550,35460,37150,37820
E01003834,Richmond upon Thames 022A,E09000027,Richmond upon Thames,31370,31830,32740,34660,34700,36680,37730,38870,40520,41570,43550,44320
E01003835,Richmond upon Thames 022B,E09000027,Richmond upon Thames,35920,36470,37540,39750,39820,42100,43310,44620,46510,47700,49960,50820
E01003836,Richmond upon Thames 022C,E09000027,Richmond upon Thames,31010,31470,32370,34270,34310,36280,37310,38450,40090,41140,43100,43870
E01003837,Richmond upon Thames 022D,E09000027,Richmond upon Thames,34210,34690,35660,37720,37730,39850,40940,42120,43850,44920,46980,47720
E01003838,Richmond upon Thames 022E,E09000027,Richmond upon Thames,33220,33640,34540,36500,36470,38490,39510,40630,42280,43300,45290,46020
E01003839,Richmond upon Thames 022F,E09000027,Richmond upon Thames,31030,31400,32210,34000,33950,35800,36730,37750,39260,40190,42020,42670
E01003840,Richmond upon Thames 013A,E09000027,Richmond upon Thames,26760,27020,27680,29210,29160,30750,31560,32460,33790,34630,36240,36840
E01003841,Richmond upon Thames 013B,E09000027,Richmond upon Thames,23500,23810,24470,25910,25960,27480,28310,29230,30550,31430,33020,33710
E01003842,Richmond upon Thames 013C,E09000027,Richmond upon Thames,25190,25570,26330,27920,28010,29690,30620,31640,33080,34050,35780,36530
E01003843,Richmond upon Thames 013D,E09000027,Richmond upon Thames,25120,25420,26100,27600,27610,29190,30030,30960,32300,33170,34790,35450
E01003844,Richmond upon Thames 013E,E09000027,Richmond upon Thames,29160,29650,30580,32470,32610,34590,35690,36890,38580,39700,41720,42580
E01003845,Richmond upon Thames 013F,E09000027,Richmond upon Thames,27220,27600,28400,30080,30150,31920,32880,33930,35430,36420,38220,38970
E01003846,Richmond upon Thames 002A,E09000027,Richmond upon Thames,39460,40340,41770,44460,44710,47440,48920,50510,52740,54160,56780,57820
E01003847,Richmond upon Thames 002B,E09000027,Richmond upon Thames,34510,35270,36490,38810,39000,41350,42600,43950,45850,47050,49280,50130
E01003848,Richmond upon Thames 004A,E09000027,Richmond upon Thames,32280,32720,33630,35580,35610,37640,38710,39880,41590,42680,44740,45560
E01003849,Richmond upon Thames 002C,E09000027,Richmond upon Thames,36260,37130,38520,41060,41360,43950,45390,46940,49090,50490,53020,54070
E01003851,Richmond upon Thames 002D,E09000027,Richmond upon Thames,39160,40050,41480,44150,44410,47120,48600,50170,52380,53790,56390,57400
E01003852,Richmond upon Thames 003A,E09000027,Richmond upon Thames,32590,33070,34020,36010,36030,38080,39130,40290,41970,43030,45040,45810
E01003853,Richmond upon Thames 003B,E09000027,Richmond upon Thames,36310,36850,37900,40110,40140,42410,43580,44850,46710,47860,50070,50890
E01003854,Richmond upon Thames 003C,E09000027,Richmond upon Thames,34440,35050,36160,38370,38510,40800,42040,43390,45310,46560,48860,49800
E01003855,Richmond upon Thames 003D,E09000027,Richmond upon Thames,29870,30400,31370,33300,33440,35440,36550,37750,39460,40590,42640,43520
E01003856,Richmond upon Thames 003E,E09000027,Richmond upon Thames,33200,33760,34780,36870,36950,39100,40240,41480,43260,44400,46530,47370
E01003857,Richmond upon Thames 003F,E09000027,Richmond upon Thames,34350,34990,36130,38370,38530,40850,42120,43500,45440,46720,49040,50000
E01003858,Richmond upon Thames 003G,E09000027,Richmond upon Thames,36850,37470,38620,40950,41050,43450,44730,46120,48110,49380,51750,52690
E01003859,Richmond upon Thames 005E,E09000027,Richmond upon Thames,35560,36320,37570,39980,40210,42690,44060,45550,47630,49010,51480,52520
E01003860,Richmond upon Thames 002E,E09000027,Richmond upon Thames,35550,36470,37890,40460,40810,43430,44920,46500,48690,50140,52710,53810
E01003861,Richmond upon Thames 004C,E09000027,Richmond upon Thames,33520,33940,34850,36840,36830,38900,39970,41150,42880,43980,46070,46890
E01003862,Richmond upon Thames 004D,E09000027,Richmond upon Thames,30460,30940,31870,33790,33890,35900,37000,38220,39940,41090,43160,44050
E01003863,Richmond upon Thames 004E,E09000027,Richmond upon Thames,31570,32040,32980,34940,35020,37080,38200,39430,41190,42350,44470,45370
E01003864,Richmond upon Thames 002F,E09000027,Richmond upon Thames,34710,35570,36910,39370,39670,42170,43570,45070,47150,48510,50960,51980
E01003865,Richmond upon Thames 004F,E09000027,Richmond upon Thames,31670,32090,32980,34890,34910,36910,37960,39120,40810,41900,43940,44770
E01003866,Richmond upon Thames 007A,E09000027,Richmond upon Thames,37440,38210,39500,41990,42190,44740,46130,47620,49740,51110,53620,54630
E01003867,Richmond upon Thames 011A,E09000027,Richmond upon Thames,32180,32690,33660,35670,35750,37840,38960,40190,41960,43110,45230,46100
E01003868,Richmond upon Thames 007B,E09000027,Richmond upon Thames,35420,36170,37410,39780,39990,42420,43760,45200,47240,48570,50980,51980
E01003869,Richmond upon Thames 011B,E09000027,Richmond upon Thames,34340,34840,35820,37900,37930,40080,41190,42420,44200,45330,47470,48290
E01003870,Richmond upon Thames 011C,E09000027,Richmond upon Thames,35310,35740,36660,38700,38630,40730,41770,42920,44620,45660,47720,48440
E01003871,Richmond upon Thames 007C,E09000027,Richmond upon Thames,36670,37430,38710,41160,41360,43880,45260,46750,48850,50220,52710,53740
E01003872,Richmond upon Thames 007D,E09000027,Richmond upon Thames,34880,35580,36760,39050,39220,41570,42830,44200,46140,47400,49700,50630
E01003873,Richmond upon Thames 006A,E09000027,Richmond upon Thames,33570,34180,35280,37460,37610,39860,41080,42400,44280,45510,47740,48650
E01003874,Richmond upon Thames 006B,E09000027,Richmond upon Thames,35220,35820,36930,39180,39290,41600,42830,44170,46090,47320,49600,50500
E01003875,Richmond upon Thames 006C,E09000027,Richmond upon Thames,33690,34660,36140,38750,39290,42040,43750,45580,48040,49810,52730,54200
E01003876,Richmond upon Thames 008B,E09000027,Richmond upon Thames,34520,35360,36690,39150,39480,42020,43480,45060,47230,48700,51260,52410
E01003877,Richmond upon Thames 008C,E09000027,Richmond upon Thames,37010,37670,38850,41210,41320,43720,44980,46350,48300,49530,51850,52710
E01003878,Richmond upon Thames 006D,E09000027,Richmond upon Thames,32840,33470,34580,36750,36930,39190,40450,41820,43740,45020,47320,48310
E01003879,Richmond upon Thames 008D,E09000027,Richmond upon Thames,36170,37000,38350,40870,41170,43760,45240,46820,49020,50490,53100,54230
E01003880,Richmond upon Thames 016A,E09000027,Richmond upon Thames,36470,37120,38280,40630,40770,43190,44510,45940,47970,49290,51710,52700
E01003881,Richmond upon Thames 016B,E09000027,Richmond upon Thames,34570,35160,36250,38440,38560,40840,42070,43420,45340,46590,48890,49830
E01003882,Richmond upon Thames 014A,E09000027,Richmond upon Thames,34950,35530,36610,38810,38900,41170,42390,43720,45620,46850,49120,50040
E01003883,Richmond upon Thames 014B,E09000027,Richmond upon Thames,34160,34730,35790,37940,38030,40250,41430,42720,44580,45770,47980,48860
E01003884,Richmond upon Thames 016C,E09000027,Richmond upon Thames,34150,34710,35750,37900,37990,40200,41390,42690,44550,45750,47980,48880
E01003885,Richmond upon Thames 016D,E09000027,Richmond upon Thames,33660,34240,35300,37440,37550,39760,40960,42260,44110,45320,47540,48440
E01003886,Richmond upon Thames 021A,E09000027,Richmond upon Thames,34170,34820,35960,38210,38380,40690,41970,43340,45290,46570,48890,49850
E01003887,Richmond upon Thames 021B,E09000027,Richmond upon Thames,34480,35040,36080,38230,38300,40500,41660,42930,44750,45900,48080,48920
E01003888,Richmond upon Thames 021C,E09000027,Richmond upon Thames,30300,30880,31890,33890,34050,36110,37250,38490,40230,41380,43450,44320
E01003889,Richmond upon Thames 021D,E09000027,Richmond upon Thames,34890,35430,36470,38610,38660,40860,41990,43220,45010,46130,48260,49050
E01003890,Richmond upon Thames 018C,E09000027,Richmond upon Thames,34710,35410,36590,38890,39060,41400,42660,44030,45950,47190,49470,50380
E01003891,Richmond upon Thames 018D,E09000027,Richmond upon Thames,34430,35170,36390,38720,38930,41310,42620,44030,46000,47280,49610,50560
E01003892,Richmond upon Thames 009A,E09000027,Richmond upon Thames,37980,38590,39740,42100,42170,44590,45860,47240,49240,50500,52890,53810
E01003893,Richmond upon Thames 009B,E09000027,Richmond upon Thames,34090,34670,35720,37860,37950,40160,41330,42620,44460,45650,47860,48760
E01003894,Richmond upon Thames 009C,E09000027,Richmond upon Thames,35620,36220,37330,39570,39670,41980,43200,44540,46470,47700,50000,50920
E01003895,Richmond upon Thames 009D,E09000027,Richmond upon Thames,33520,34200,35360,37610,37810,40150,41450,42880,44870,46210,48600,49650
E01003896,Richmond upon Thames 014C,E09000027,Richmond upon Thames,33920,34370,35290,37280,37250,39290,40320,41450,43110,44140,46140,46860
E01003897,Richmond upon Thames 014D,E09000027,Richmond upon Thames,33420,33940,34940,37000,37060,39200,40330,41560,43340,44490,46640,47500
E01003898,Richmond upon Thames 015A,E09000027,Richmond upon Thames,32380,32900,33890,35920,36010,38110,39240,40460,42220,43360,45460,46300
E01003899,Richmond upon Thames 015B,E09000027,Richmond upon Thames,31180,31770,32820,34890,35070,37220,38430,39730,41570,42790,44980,45920
E01003900,Richmond upon Thames 015C,E09000027,Richmond upon Thames,26770,27330,28300,30150,30390,32340,33480,34720,36430,37610,39650,40610
E01003901,Richmond upon Thames 015D,E09000027,Richmond upon Thames,30320,30930,31990,34050,34270,36420,37640,38970,40820,42070,44270,45240
