LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_median_2001,HHI_median_2002,HHI_median_2003,HHI_median_2004,HHI_median_2005,HHI_median_2006,HHI_median_2007,HHI_median_2008,HHI_median_2009,HHI_median_2010,HHI_median_2011,HHI_median_2012
E01002321,Havering 021B,E09000016,Havering,30470,30670,31320,32930,32780,34470,35270,36180,37560,38390,40070,40640
E01002322,Havering 021C,E09000016,Havering,28570,28890,29650,31330,31340,33110,34050,35090,36610,37580,39410,40150
E01002323,Havering 021D,E09000016,Havering,28200,28520,29260,30930,30930,32690,33630,34670,36170,37160,38980,39730
E01002324,Havering 021E,E09000016,Havering,27060,27280,27910,29420,29350,30950,31770,32680,34050,34920,36580,37240
E01002325,Havering 011C,E09000016,Havering,23510,23760,24380,25770,25790,27280,28090,28980,30270,31130,32700,33370
E01002326,Havering 005D,E09000016,Havering,24700,25020,25720,27230,27300,28910,29800,30790,32190,33130,34820,35550
E01002327,Havering 009A,E09000016,Havering,26140,26410,27070,28590,28580,30190,31050,31990,33370,34270,35940,36630
E01002328,Havering 009B,E09000016,Havering,26730,27050,27770,29370,29400,31100,32020,33030,34490,35450,37210,37940
E01002329,Havering 011D,E09000016,Havering,26040,26410,27170,28800,28890,30620,31580,32640,34140,35140,36940,37720
E01002330,Havering 011E,E09000016,Havering,25470,25760,26440,27960,27990,29600,30470,31430,32820,33740,35410,36120
E01002331,Havering 005E,E09000016,Havering,24910,25270,26020,27600,27710,29390,30340,31390,32860,33860,35630,36430
E01002332,Havering 009C,E09000016,Havering,25860,26160,26860,28400,28430,30070,30960,31940,33360,34300,36010,36730
E01002333,Havering 008A,E09000016,Havering,28300,28600,29330,30970,30950,32670,33560,34550,36000,36930,38670,39350
E01002334,Havering 008B,E09000016,Havering,29820,30210,31040,32840,32870,34760,35770,36880,38480,39520,41440,42220
E01002335,Havering 009D,E09000016,Havering,25480,25810,26530,28090,28150,29820,30740,31760,33220,34200,35960,36730
E01002336,Havering 008C,E09000016,Havering,28490,28770,29470,31100,31050,32760,33630,34600,36040,36950,38690,39360
E01002337,Havering 012A,E09000016,Havering,34120,34300,34970,36700,36450,38240,39030,39920,41310,42070,43750,44200
E01002338,Havering 009E,E09000016,Havering,27710,28050,28820,30490,30530,32300,33260,34330,35850,36860,38700,39470
E01002339,Havering 008D,E09000016,Havering,30520,30880,31700,33510,33510,35410,36410,37510,39110,40140,42070,42830
E01002340,Havering 009F,E09000016,Havering,28860,29170,29920,31600,31600,33380,34310,35350,36860,37830,39660,40390
E01002341,Havering 008E,E09000016,Havering,28810,29100,29830,31480,31450,33190,34080,35070,36530,37450,39210,39880
E01002342,Havering 030A,E09000016,Havering,24880,25000,25500,26800,26680,28060,28740,29510,30680,31400,32830,33360
E01002343,Havering 029A,E09000016,Havering,25670,26040,26810,28420,28510,30220,31170,32210,33680,34660,36430,37190
E01002344,Havering 029B,E09000016,Havering,25300,25610,26310,27830,27870,29490,30360,31320,32710,33620,35280,35980
E01002345,Havering 030B,E09000016,Havering,23620,23840,24420,25790,25780,27240,28020,28890,30160,31000,32540,33190
E01002346,Havering 030C,E09000016,Havering,24240,24500,25120,26550,26570,28090,28920,29830,31150,32030,33630,34310
E01002347,Havering 030D,E09000016,Havering,24880,25130,25770,27220,27220,28760,29590,30510,31840,32720,34330,35010
E01002348,Havering 029C,E09000016,Havering,25450,25760,26450,27970,28000,29620,30480,31430,32810,33710,35360,36040
E01002349,Havering 029D,E09000016,Havering,25790,26090,26790,28330,28350,29980,30850,31810,33200,34100,35760,36450
E01002350,Havering 016B,E09000016,Havering,25960,26220,26870,28360,28330,29900,30710,31610,32930,33770,35370,36000
E01002351,Havering 016C,E09000016,Havering,27330,27620,28330,29930,29910,31590,32470,33440,34860,35760,37480,38150
E01002352,Havering 016D,E09000016,Havering,27200,27540,28290,29930,29960,31690,32610,33630,35100,36060,37820,38550
E01002353,Havering 013B,E09000016,Havering,27820,28040,28680,30220,30140,31760,32570,33470,34820,35660,37290,37890
E01002354,Havering 012B,E09000016,Havering,30160,30530,31360,33150,33170,35050,36040,37120,38700,39700,41590,42320
E01002355,Havering 014E,E09000016,Havering,29680,30040,30850,32610,32610,34450,35410,36470,38010,38990,40850,41570
E01002356,Havering 013C,E09000016,Havering,24530,24650,25160,26450,26330,27710,28380,29140,30300,31020,32430,32960
E01002358,Havering 016E,E09000016,Havering,27130,27420,28120,29690,29680,31340,32200,33160,34560,35450,37140,37810
E01002359,Havering 020A,E09000016,Havering,27790,28170,28990,30710,30800,32640,33660,34770,36360,37420,39320,40130
E01002360,Havering 020B,E09000016,Havering,26740,26900,27480,28910,28790,30300,31050,31890,33150,33930,35470,36030
E01002361,Havering 020C,E09000016,Havering,25990,26240,26890,28380,28360,29960,30790,31730,33090,33970,35620,36290
E01002362,Havering 022D,E09000016,Havering,29560,29890,30670,32410,32410,34240,35210,36270,37830,38830,40700,41460
E01002363,Havering 020D,E09000016,Havering,25710,25960,26620,28120,28110,29710,30560,31510,32880,33780,35450,36140
E01002364,Havering 023C,E09000016,Havering,28670,28970,29700,31360,31330,33080,33980,34980,36450,37380,39150,39840
E01002365,Havering 023D,E09000016,Havering,26290,26650,27410,29030,29110,30830,31780,32820,34310,35300,37090,37860
E01002366,Havering 023E,E09000016,Havering,27110,27500,28290,29980,30060,31850,32830,33910,35450,36470,38320,39110
E01002367,Havering 020E,E09000016,Havering,29210,29410,30050,31630,31500,33160,33970,34870,36240,37070,38740,39330
E01002368,Havering 028A,E09000016,Havering,21570,21870,22520,23900,24000,25470,26310,27240,28540,29430,30990,31700
E01002369,Havering 028B,E09000016,Havering,23790,24100,24790,26270,26340,27910,28780,29740,31110,32020,33660,34370
E01002370,Havering 028C,E09000016,Havering,23290,23560,24190,25590,25630,27120,27930,28820,30100,30950,32490,33140
E01002371,Havering 028D,E09000016,Havering,23770,24110,24830,26330,26440,28040,28940,29920,31310,32250,33910,34640
E01002372,Havering 027C,E09000016,Havering,25320,25570,26220,27690,27690,29250,30080,30990,32320,33190,34800,35450
E01002373,Havering 027D,E09000016,Havering,24460,24750,25410,26880,26920,28480,29330,30270,31630,32520,34150,34840
E01002374,Havering 027E,E09000016,Havering,23690,24050,24790,26310,26440,28080,29010,30030,31470,32450,34170,34960
E01002375,Havering 028E,E09000016,Havering,23190,23480,24130,25550,25610,27120,27950,28870,30180,31060,32640,33320
E01002376,Havering 012C,E09000016,Havering,31680,32200,33200,35240,35390,37530,38730,40040,41880,43110,45310,46260
E01002377,Havering 010D,E09000016,Havering,28150,28490,29250,30930,30950,32730,33680,34730,36250,37240,39080,39830
E01002378,Havering 010E,E09000016,Havering,28260,28610,29390,31090,31130,32940,33910,34990,36530,37550,39420,40210
E01002379,Havering 012D,E09000016,Havering,29300,29720,30590,32420,32510,34440,35500,36670,38330,39440,41440,42300
E01002380,Havering 012E,E09000016,Havering,26340,26870,27810,29640,29880,31820,32970,34220,35940,37150,39200,40170
E01002381,Havering 012F,E09000016,Havering,28170,28630,29510,31320,31450,33370,34450,35640,37300,38430,40430,41320
E01002382,Havering 014F,E09000016,Havering,28830,29310,30230,32100,32240,34210,35320,36530,38220,39370,41400,42290
E01002383,Havering 010F,E09000016,Havering,29080,29480,30310,32100,32160,34050,35080,36210,37830,38900,40840,41660
E01002384,Havering 019D,E09000016,Havering,30070,30760,31910,34050,34370,36620,37940,39370,41330,42680,45000,46080
E01002385,Havering 024A,E09000016,Havering,31100,31820,32990,35190,35480,37760,39070,40480,42430,43760,46060,47100
E01002386,Havering 022E,E09000016,Havering,29340,29790,30690,32550,32680,34660,35770,37000,38720,39890,41960,42890
E01002387,Havering 024B,E09000016,Havering,32620,33370,34610,36920,37230,39620,41000,42490,44540,45930,48350,49440
E01002388,Havering 024C,E09000016,Havering,33400,34110,35300,37580,37830,40190,41510,42940,44940,46260,48620,49620
E01002389,Havering 024D,E09000016,Havering,32750,33430,34580,36790,37010,39300,40580,41960,43890,45160,47440,48400
E01002390,Havering 024E,E09000016,Havering,33960,34670,35880,38190,38430,40820,42160,43600,45610,46950,49320,50330
E01002391,Havering 018E,E09000016,Havering,29100,29450,30250,32010,32060,33940,34960,36090,37710,38800,40760,41600
E01032741,Havering 013E,E09000016,Havering,25990,26220,26840,28310,28260,29820,30630,31530,32850,33690,35290,35920
E01032742,Havering 013F,E09000016,Havering,27530,27710,28310,29780,29670,31230,32000,32860,34160,34960,36540,37110
E01002392,Hillingdon 020A,E09000017,Hillingdon,22200,22350,22860,24090,24040,25360,26050,26820,27950,28690,30080,30640
E01002393,Hillingdon 020B,E09000017,Hillingdon,23250,23410,23940,25220,25160,26530,27230,28020,29190,29940,31360,31930
E01002394,Hillingdon 021A,E09000017,Hillingdon,25040,25190,25710,27020,26880,28250,28890,29620,30740,31410,32780,33240
E01002395,Hillingdon 021B,E09000017,Hillingdon,26140,26320,26890,28290,28170,29630,30330,31110,32310,33030,34480,34990
E01002396,Hillingdon 026A,E09000017,Hillingdon,23700,23880,24430,25740,25670,27060,27760,28550,29720,30450,31870,32400
E01002397,Hillingdon 021C,E09000017,Hillingdon,24530,24610,25060,26280,26090,27360,27930,28580,29610,30210,31480,31880
E01002398,Hillingdon 021D,E09000017,Hillingdon,25100,25270,25820,27170,27060,28460,29140,29910,31060,31760,33170,33660
E01002399,Hillingdon 021E,E09000017,Hillingdon,24460,24740,25380,26820,26810,28320,29110,29980,31250,32070,33600,34210
E01002400,Hillingdon 024A,E09000017,Hillingdon,24740,24900,25440,26760,26650,28050,28730,29490,30650,31350,32760,33260
E01002401,Hillingdon 024B,E09000017,Hillingdon,23450,23630,24170,25460,25400,26770,27470,28250,29410,30140,31560,32100
E01002402,Hillingdon 024C,E09000017,Hillingdon,23650,23810,24320,25590,25500,26850,27520,28270,29400,30100,31480,32000
E01002403,Hillingdon 024D,E09000017,Hillingdon,23300,23460,23970,25240,25150,26490,27160,27910,29030,29730,31090,31600
E01002404,Hillingdon 024E,E09000017,Hillingdon,22930,23050,23520,24740,24620,25910,26540,27250,28330,28990,30310,30800
E01002405,Hillingdon 027A,E09000017,Hillingdon,23620,23810,24370,25690,25630,27030,27740,28530,29700,30450,31870,32420
E01002406,Hillingdon 027B,E09000017,Hillingdon,24110,24210,24670,25900,25740,27030,27640,28320,29380,30000,31300,31730
E01002407,Hillingdon 030A,E09000017,Hillingdon,23780,23900,24380,25620,25490,26800,27420,28130,29210,29860,31180,31650
E01002408,Hillingdon 019A,E09000017,Hillingdon,25070,25120,25560,26780,26580,27880,28470,29140,30200,30830,32140,32570
E01002409,Hillingdon 019B,E09000017,Hillingdon,24870,25030,25570,26900,26810,28230,28930,29720,30920,31660,33120,33660
E01002410,Hillingdon 017A,E09000017,Hillingdon,27530,27730,28330,29810,29690,31230,31980,32820,34080,34850,36390,36930
E01002411,Hillingdon 022A,E09000017,Hillingdon,23970,24220,24850,26240,26240,27720,28490,29350,30600,31400,32920,33520
E01002412,Hillingdon 017B,E09000017,Hillingdon,28060,28330,29020,30610,30550,32220,33050,33980,35360,36210,37870,38480
E01002413,Hillingdon 022B,E09000017,Hillingdon,23950,24180,24760,26120,26080,27510,28250,29060,30270,31030,32490,33050
E01002414,Hillingdon 015A,E09000017,Hillingdon,28040,28190,28740,30190,30010,31520,32230,33020,34260,34990,36500,37010
E01002415,Hillingdon 010A,E09000017,Hillingdon,29250,29850,30880,32870,33080,35160,36340,37620,39400,40600,42710,43640
E01002416,Hillingdon 008A,E09000017,Hillingdon,29510,29970,30870,32730,32830,34780,35840,37000,38650,39740,41720,42560
E01002417,Hillingdon 008B,E09000017,Hillingdon,30390,30910,31890,33860,34000,36060,37210,38450,40200,41370,43460,44350
E01002418,Hillingdon 006A,E09000017,Hillingdon,28940,29480,30460,32380,32570,34590,35730,36980,38720,39900,41980,42900
E01002419,Hillingdon 006B,E09000017,Hillingdon,29810,30410,31460,33490,33710,35840,37050,38370,40200,41430,43600,44560
E01002420,Hillingdon 008C,E09000017,Hillingdon,29560,29990,30860,32690,32760,34670,35700,36830,38440,39500,41440,42240
E01002421,Hillingdon 008D,E09000017,Hillingdon,29370,29890,30840,32760,32920,34930,36060,37290,39010,40170,42230,43130
E01002422,Hillingdon 018A,E09000017,Hillingdon,26700,26920,27540,29010,28930,30470,31240,32100,33390,34190,35750,36330
E01002423,Hillingdon 018B,E09000017,Hillingdon,27650,27910,28580,30140,30080,31710,32530,33450,34810,35660,37310,37930
E01002424,Hillingdon 018C,E09000017,Hillingdon,27040,27280,27930,29440,29370,30960,31760,32650,33970,34790,36390,36990
E01002425,Hillingdon 018D,E09000017,Hillingdon,24910,25120,25700,27080,27010,28470,29210,30040,31280,32060,33570,34160
E01002426,Hillingdon 021F,E09000017,Hillingdon,25700,25890,26470,27870,27770,29230,29950,30750,31960,32700,34170,34710
E01002427,Hillingdon 018E,E09000017,Hillingdon,26600,26850,27490,29000,28940,30520,31320,32210,33530,34360,35960,36570
E01002428,Hillingdon 018F,E09000017,Hillingdon,26790,27100,27810,29390,29390,31060,31930,32890,34300,35200,36890,37560
E01002429,Hillingdon 019C,E09000017,Hillingdon,24440,24680,25300,26710,26700,28210,29020,29920,31220,32080,33680,34350
E01002430,Hillingdon 007A,E09000017,Hillingdon,35140,35680,36730,38900,38960,41210,42390,43670,45530,46700,48910,49760
E01002431,Hillingdon 006C,E09000017,Hillingdon,33530,34070,35100,37210,37310,39500,40680,41960,43790,44980,47160,48040
E01002432,Hillingdon 006D,E09000017,Hillingdon,31640,32170,33160,35180,35300,37410,38550,39800,41570,42730,44840,45710
E01002433,Hillingdon 004A,E09000017,Hillingdon,29910,30340,31220,33080,33150,35090,36140,37300,38940,40020,41990,42800
E01002434,Hillingdon 007B,E09000017,Hillingdon,33930,34520,35590,37770,37900,40140,41350,42660,44530,45730,47940,48810
E01002435,Hillingdon 007C,E09000017,Hillingdon,33400,34080,35240,37500,37730,40080,41400,42830,44830,46160,48530,49560
E01002436,Hillingdon 004B,E09000017,Hillingdon,30200,30610,31460,33300,33340,35260,36290,37410,39030,40070,42010,42790
E01002437,Hillingdon 006E,E09000017,Hillingdon,33800,34320,35330,37440,37510,39700,40850,42120,43930,45090,47240,48080
E01002438,Hillingdon 003A,E09000017,Hillingdon,31300,31610,32370,34140,34050,35880,36780,37780,39270,40170,41970,42590
E01002439,Hillingdon 003B,E09000017,Hillingdon,27200,27530,28270,29900,29910,31610,32500,33490,34920,35830,37550,38230
E01002440,Hillingdon 003C,E09000017,Hillingdon,25760,26130,26890,28490,28560,30250,31170,32190,33630,34590,36330,37060
E01002441,Hillingdon 003D,E09000017,Hillingdon,27950,28190,28850,30400,30320,31930,32730,33620,34940,35760,37370,37950
E01002442,Hillingdon 003E,E09000017,Hillingdon,26090,26380,27070,28600,28600,30210,31050,31980,33340,34220,35860,36520
E01002443,Hillingdon 032A,E09000017,Hillingdon,25130,25350,25950,27350,27290,28780,29530,30370,31610,32390,33900,34480
E01002444,Hillingdon 031A,E09000017,Hillingdon,24660,24980,25690,27210,27270,28880,29760,30720,32110,33030,34700,35420
E01002445,Hillingdon 029A,E09000017,Hillingdon,23030,23230,23790,25100,25070,26470,27190,28010,29200,29980,31440,32040
E01002446,Hillingdon 031B,E09000017,Hillingdon,25300,25580,26260,27760,27770,29350,30190,31110,32460,33330,34960,35620
E01002447,Hillingdon 031C,E09000017,Hillingdon,24120,24370,24990,26390,26380,27870,28660,29530,30810,31640,33190,33830
E01002448,Hillingdon 032B,E09000017,Hillingdon,24130,24360,24960,26350,26330,27800,28560,29420,30670,31480,32990,33610
E01002449,Hillingdon 032C,E09000017,Hillingdon,24650,24810,25340,26660,26550,27940,28620,29390,30540,31260,32680,33200
E01002450,Hillingdon 014A,E09000017,Hillingdon,27920,28250,29000,30650,30660,32390,33300,34300,35770,36710,38470,39170
E01002451,Hillingdon 014B,E09000017,Hillingdon,28310,28700,29510,31240,31290,33110,34080,35160,36700,37700,39550,40310
E01002452,Hillingdon 014C,E09000017,Hillingdon,28520,28890,29690,31420,31460,33270,34230,35290,36820,37810,39650,40390
E01002453,Hillingdon 014D,E09000017,Hillingdon,27350,27680,28420,30050,30070,31780,32690,33690,35140,36070,37820,38530
E01002454,Hillingdon 014E,E09000017,Hillingdon,25950,26240,26920,28440,28430,30040,30880,31820,33180,34060,35710,36380
E01002455,Hillingdon 019D,E09000017,Hillingdon,25950,26180,26810,28270,28230,29780,30580,31470,32790,33630,35230,35860
E01002456,Hillingdon 017C,E09000017,Hillingdon,26310,26590,27270,28790,28770,30380,31210,32140,33490,34360,36000,36640
E01002457,Hillingdon 019E,E09000017,Hillingdon,25000,25140,25660,26980,26860,28260,28940,29720,30890,31620,33050,33580
E01002458,Hillingdon 011A,E09000017,Hillingdon,34160,34690,35720,37850,37930,40130,41290,42560,44380,45540,47700,48540
E01002459,Hillingdon 011B,E09000017,Hillingdon,32750,33370,34460,36630,36810,39060,40320,41670,43580,44840,47110,48060
E01002460,Hillingdon 011C,E09000017,Hillingdon,31800,32340,33340,35370,35500,37620,38770,40030,41820,42990,45130,46010
E01002461,Hillingdon 013A,E09000017,Hillingdon,35020,35590,36650,38840,38920,41170,42340,43620,45460,46620,48800,49620
E01002462,Hillingdon 011D,E09000017,Hillingdon,33920,34500,35560,37720,37840,40080,41290,42600,44460,45670,47880,48770
E01002463,Hillingdon 013B,E09000017,Hillingdon,33470,34090,35180,37350,37500,39740,40960,42270,44130,45330,47540,48420
E01002464,Hillingdon 011E,E09000017,Hillingdon,31500,32020,33010,35010,35130,37220,38350,39590,41350,42490,44590,45460
E01002465,Hillingdon 009A,E09000017,Hillingdon,28910,29280,30080,31810,31830,33650,34610,35670,37200,38190,40040,40790
E01002466,Hillingdon 010B,E09000017,Hillingdon,29540,30110,31120,33090,33280,35330,36480,37730,39470,40640,42710,43600
E01002467,Hillingdon 009B,E09000017,Hillingdon,29740,30110,30920,32700,32710,34570,35550,36620,38180,39190,41060,41810
E01002468,Hillingdon 010C,E09000017,Hillingdon,29550,30140,31160,33150,33350,35420,36590,37860,39620,40800,42900,43800
E01002469,Hillingdon 010D,E09000017,Hillingdon,29940,30480,31460,33420,33560,35590,36710,37920,39630,40760,42800,43650
E01002470,Hillingdon 007D,E09000017,Hillingdon,29150,29700,30680,32610,32780,34800,35930,37160,38890,40040,42100,42990
E01002471,Hillingdon 008E,E09000017,Hillingdon,30340,30840,31780,33720,33830,35850,36960,38160,39870,41000,43040,43890
E01002472,Hillingdon 002A,E09000017,Hillingdon,29560,29980,30850,32670,32750,34670,35710,36860,38500,39580,41550,42380
E01002473,Hillingdon 001A,E09000017,Hillingdon,37100,37780,39010,41430,41620,44150,45540,47050,49180,50590,53120,54180
E01002474,Hillingdon 002B,E09000017,Hillingdon,30730,31120,31980,33830,33860,35790,36820,37950,39580,40630,42590,43380
E01002475,Hillingdon 001B,E09000017,Hillingdon,31020,31510,32460,34410,34490,36510,37600,38780,40470,41560,43580,44390
E01002476,Hillingdon 001C,E09000017,Hillingdon,34470,35240,36520,38930,39240,41760,43210,44780,46950,48430,51010,52170
