,LSOA21NM,OBJECTID,LSOA21CD,SHAPE_Leng,SHAPE_Area,geometry
433,Bexley 009E,434,E01000450,3072.5146531392506,229096.86884025313,"POLYGON ((547304 177646, 547385 177630, 547561 177508, 547612 177457, 547743 177213, 547665 177165, 547608 177269, 547585 177252, 547549 177266, 547530 177238, 547490 177230, 547445 177262, 547445 177244, 547416 177249, 547406 177214, 547377 177222, 547384 177253, 547314 177272, 547308 177257, 547277 177265, 547252 177207, 547142 177259, 547107 177288, 547115 177302, 547046 177330, 547022 177301, 547046 177285, 547048 177264, 546973 177164, 546950 177062, 546890 177031, 546876 177043, 546889 177076, 546921 177083, 546934 177102, 546922 177117, 546932 177145, 546923 177165, 546893 177128, 546862 177143, 546911 177249, 547017 177364, 547100 177517, 547212 177677, 547304 177646))"
434,Bexley 009F,435,E01000451,3219.2641835833724,208397.66548005788,"POLYGON ((547130 177268, 547252 177207, 547277 177265, 547308 177257, 547314 177272, 547384 177253, 547377 177222, 547406 177214, 547416 177249, 547445 177244, 547445 177262, 547490 177230, 547530 177238, 547549 177266, 547585 177252, 547608 177269, 547665 177165, 547632 177145, 547629 177171, 547607 177186, 547557 177163, 547532 177123, 547552 177096, 547422 177016, 547445 176982, 547247 176875, 547236 176914, 547276 176929, 547258 176966, 547175 176942, 547009 176959, 547004 176919, 546934 176939, 546908 176888, 546812 176919, 546798 176956, 546760 176974, 546763 177029, 546778 177016, 546796 177034, 546862 177143, 546893 177128, 546923 177165, 546932 177145, 546922 177117, 546934 177102, 546921 177083, 546889 177076, 546876 177043, 546890 177031, 546950 177062, 546973 177164, 547048 177264, 547046 177285, 547022 177301, 547046 177330, 547115 177302, 547107 177288, 547130 177268))"
435,Bexley 009G,436,E01000452,2032.7860424475477,159330.19698471614,"POLYGON ((547629 177171, 547634 177146, 547696 177184, 547815 177028, 547726 176560, 547684 176521, 547605 176530, 547592 176558, 547538 176574, 547546 176736, 547533 176857, 547453 176842, 547454 176918, 547420 176926, 547497 176973, 547480 177002, 547445 176982, 547422 177016, 547552 177096, 547532 177123, 547557 177163, 547607 177186, 547629 177171))"
436,Bexley 013B,437,E01000453,2655.5607269671987,210376.32240689933,"POLYGON ((547421 176926, 547454 176918, 547453 176842, 547533 176857, 547546 176736, 547538 176574, 547592 176558, 547605 176530, 547676 176522, 547658 176421, 547624 176429, 547599 176379, 547523 176383, 547520 176423, 547513 176384, 547158 176419, 547178 176579, 546988 176603, 546984 176631, 547017 176658, 547160 176652, 547180 176693, 547172 176740, 547149 176764, 547205 176796, 547200 176827, 547257 176841, 547252 176881, 547315 176903, 547480 177002, 547497 176973, 547421 176926))"
437,Bexley 013C,438,E01000454,2906.13560042752,205350.118449477,"POLYGON ((546907 176888, 546934 176939, 547004 176919, 547009 176959, 547175 176942, 547258 176966, 547276 176929, 547236 176914, 547257 176841, 547200 176827, 547205 176796, 547149 176764, 547172 176740, 547180 176693, 547160 176652, 547017 176658, 546984 176631, 546988 176603, 546854 176619, 546842 176547, 546921 176517, 546870 176454, 546869 176391, 546739 176410, 546720 176268, 546728 176243, 546715 176206, 546680 176216, 546694 176450, 546652 176580, 546705 176844, 546760 176974, 546798 176956, 546824 176911, 546907 176888))"
438,Bexley 013D,439,E01000455,2801.943286922256,262943.103349499,"POLYGON ((546854 176619, 547178 176579, 547151 176386, 547111 176392, 547108 176360, 547220 176338, 547212 176112, 547323 176110, 547341 176022, 546889 176025, 546588 176056, 546680 176216, 546715 176206, 546736 176407, 546869 176391, 546870 176454, 546921 176517, 546842 176547, 546854 176619))"
439,Bexley 013E,440,E01000456,2215.410667487727,168845.53975945123,"POLYGON ((547703 176426, 547627 176020, 547341 176022, 547323 176110, 547212 176112, 547220 176338, 547144 176346, 547107 176367, 547111 176392, 547151 176386, 547156 176421, 547513 176384, 547520 176423, 547523 176383, 547599 176379, 547624 176429, 547658 176421, 547676 176522, 547713 176475, 547703 176426))"
440,Bexley 026D,441,E01000457,4228.698612632756,297820.79359503364,"POLYGON ((546294 172424, 546299 172394, 546251 172412, 546245 172395, 546305 172379, 546297 172351, 546364 172327, 546383 172451, 546409 172424, 546401 172386, 546434 172351, 546418 172282, 546438 172249, 546426 172218, 546391 172193, 546396 172154, 546423 172149, 546440 172167, 546473 172169, 546482 172216, 546498 172215, 546521 172161, 546498 172120, 546504 172081, 546631 172161, 546689 172153, 546697 172132, 546604 172091, 546606 172041, 546574 172003, 546504 172012, 546460 171966, 546422 171963, 546403 171927, 546384 171929, 546352 171839, 546378 171826, 546384 171775, 546440 171759, 546497 171707, 546507 171679, 546500 171650, 546463 171670, 546419 171551, 546426 171497, 546407 171483, 546383 171372, 546344 171383, 546333 171356, 546274 171380, 546270 171431, 546190 171467, 546177 171507, 546130 171505, 546115 171667, 546075 171701, 546090 171702, 546092 171743, 546160 171748, 546164 171872, 546108 171870, 546108 171906, 546124 171909, 546130 171938, 546123 172107, 546136 172107, 546157 172169, 546160 172255, 546199 172257, 546198 172293, 546228 172295, 546253 172462, 546287 172463, 546294 172424))"
441,Bexley 027E,442,E01000458,3494.396354557079,338492.71493691596,"POLYGON ((547083 172642, 547091 172586, 547188 172449, 547186 172328, 547110 172153, 547024 172041, 546969 172048, 546979 172004, 546936 171988, 546949 171948, 546908 171965, 546896 171990, 546928 172010, 546914 172008, 546898 172045, 546859 172013, 546829 172045, 546821 172029, 546777 172036, 546792 172077, 546751 172133, 546643 172055, 546626 171985, 546574 172003, 546606 172041, 546604 172091, 546697 172132, 546689 172153, 546631 172161, 546503 172081, 546498 172120, 546521 172161, 546497 172199, 546506 172213, 546481 172217, 546505 172374, 546483 172384, 546509 172448, 546542 172463, 546488 172504, 546477 172535, 546635 172591, 546829 172612, 546826 172591, 546847 172568, 546832 172542, 546862 172457, 546906 172540, 546937 172551, 546923 172621, 547083 172642))"
442,Bexley 027F,443,E01000459,3057.460607124477,309968.5846041327,"POLYGON ((546751 172131, 546792 172077, 546777 172036, 546821 172029, 546829 172045, 546859 172013, 546898 172045, 546914 172008, 546928 172010, 546896 171990, 546908 171965, 546949 171948, 546986 171842, 547041 171767, 547033 171755, 547075 171719, 547053 171681, 546963 171720, 546972 171638, 546899 171619, 546921 171586, 546850 171539, 546841 171546, 546733 171432, 546672 171499, 546642 171468, 546565 171444, 546529 171409, 546511 171359, 546379 171371, 546407 171483, 546426 171497, 546419 171551, 546463 171670, 546500 171650, 546507 171679, 546497 171707, 546440 171759, 546384 171775, 546378 171826, 546352 171839, 546384 171929, 546403 171927, 546422 171963, 546460 171966, 546504 172012, 546626 171985, 546643 172055, 546751 172131))"
443,Bexley 022E,444,E01000460,4168.0018289825075,516050.3955486844,"POLYGON ((546091 173592, 546194 173564, 546236 173521, 546286 173510, 546306 173470, 546406 173487, 546547 173561, 546652 173549, 546753 173562, 546856 173512, 546907 173465, 546900 173402, 546765 173126, 546668 173050, 546585 173011, 546538 173006, 546504 173027, 546437 173219, 546383 173184, 546224 173160, 546223 173193, 546181 173202, 546167 173190, 546151 173002, 546070 173027, 546059 172952, 545989 172992, 545967 173048, 545889 173079, 545882 173150, 545855 173157, 545846 173126, 545866 173047, 545590 173127, 545621 173196, 545633 173192, 545746 173287, 545822 173315, 545805 173381, 545833 173451, 545823 173554, 545863 173602, 545874 173590, 545923 173599, 546039 173669, 546091 173592))"
444,Bexley 024E,445,E01000461,3893.6265721227287,541198.2018794648,"POLYGON ((547086 173311, 547141 173322, 547255 173407, 547268 173442, 547290 173357, 547353 173243, 547463 172751, 547483 172718, 547442 172709, 547420 172652, 547385 172645, 547192 172614, 547183 172665, 546923 172621, 546937 172551, 546906 172540, 546862 172457, 546832 172542, 546847 172568, 546826 172591, 546829 172612, 546635 172591, 546469 172532, 546470 172582, 546510 172598, 546535 172650, 546676 172672, 546652 172745, 546663 172752, 546596 172917, 546585 173011, 546668 173050, 546765 173126, 546895 173390, 546907 173465, 546993 173360, 547054 173341, 547086 173311))"
445,Bexley 026E,446,E01000462,5470.568804733476,462967.4327141459,"POLYGON ((546453 173169, 546504 173027, 546538 173006, 546585 173011, 546596 172917, 546663 172752, 546652 172745, 546676 172672, 546535 172650, 546510 172598, 546470 172582, 546469 172532, 546542 172463, 546509 172448, 546483 172384, 546505 172374, 546474 172170, 546440 172167, 546423 172149, 546396 172154, 546391 172193, 546435 172235, 546418 172282, 546434 172351, 546401 172386, 546409 172424, 546386 172449, 546364 172327, 546297 172351, 546305 172379, 546245 172395, 546251 172412, 546299 172394, 546287 172463, 546253 172462, 546228 172295, 546168 172292, 546163 172364, 546174 172364, 546177 172408, 546210 172409, 546218 172532, 546179 172531, 546183 172584, 546167 172584, 546168 172599, 546131 172599, 546129 172583, 546054 172584, 546056 172682, 545668 172751, 545761 172812, 545807 172812, 545817 172835, 545832 172882, 545751 172912, 545782 173030, 545815 173056, 545831 173047, 545842 173006, 545877 173015, 545895 172995, 545915 173029, 545860 173053, 545864 173088, 545844 173096, 545855 173157, 545882 173150, 545889 173079, 545967 173048, 545989 172992, 546059 172952, 546070 173027, 546151 173002, 546167 173190, 546181 173202, 546223 173193, 546224 173160, 546383 173184, 546437 173219, 546453 173169))"
446,Bexley 025E,447,E01000463,2626.6413284601563,235921.04210945836,"POLYGON ((545574 173074, 545590 173127, 545915 173031, 545895 172995, 545877 173015, 545842 173006, 545831 173047, 545815 173056, 545782 173030, 545751 172912, 545832 172882, 545807 172812, 545761 172812, 545668 172751, 544921 172887, 545051 173045, 545302 173175, 545321 173124, 545574 173074))"
447,Bexley 002D,448,E01000464,1996.3182033634077,145363.43203507483,"POLYGON ((548176 179453, 548204 179450, 548199 179430, 548148 179403, 548187 179348, 548242 179309, 548282 179382, 548331 179361, 548336 179282, 548443 179242, 548504 179136, 547912 179085, 547899 179369, 547943 179403, 547988 179415, 548058 179406, 548059 179496, 548098 179469, 548176 179453))"
448,Bexley 002E,449,E01000465,3283.120366574728,268259.9062052158,"POLYGON ((548325 179470, 548335 179477, 548488 179396, 548550 179387, 548748 179401, 548749 179391, 549133 179438, 549334 179444, 549302 179206, 548504 179136, 548443 179242, 548336 179282, 548331 179361, 548282 179382, 548242 179309, 548187 179348, 548147 179410, 548188 179418, 548204 179450, 548098 179469, 548088 179509, 548135 179591, 548325 179470))"
449,Bexley 001A,450,E01000466,8326.761122063976,2359569.1520140395,"POLYGON ((548401 181181, 548412 181174, 548425 181196, 548944 180901, 549070 180853, 549089 180822, 549134 180819, 549162 180841, 549168 180800, 549206 180801, 549280 180734, 549299 180752, 549302 180798, 549399 180792, 549249 180355, 549273 180324, 549426 180269, 549340 180107, 549312 180082, 549253 179911, 549558 179823, 549568 179752, 549555 179599, 549509 179509, 549463 179475, 549254 179436, 549253 179448, 548749 179391, 548748 179401, 548530 179388, 548468 179404, 548335 179477, 548330 179467, 548135 179591, 548086 179488, 548058 179496, 548058 179406, 547988 179415, 547943 179403, 547899 179369, 547890 179578, 547903 179589, 547885 179601, 547887 179643, 547790 179638, 547782 179766, 547738 179765, 547735 179815, 547693 179830, 547682 179866, 547672 179845, 547637 179857, 547645 179898, 547622 179896, 547615 179879, 547607 179947, 547617 179961, 547639 179947, 547668 179963, 547688 179945, 547778 179956, 547788 179971, 547801 179950, 547847 179954, 547883 180014, 547910 179997, 547981 180018, 547800 180356, 547999 180495, 548138 180667, 547961 180804, 547910 180879, 547959 180926, 548040 181094, 548057 181096, 548108 181173, 548152 181161, 548158 181224, 548206 181308, 548401 181181))"
450,Bexley 001B,451,E01000467,2453.784929157348,172341.02450121395,"POLYGON ((547631 181174, 547650 181161, 547644 181144, 547677 181143, 547685 181118, 547671 181016, 547598 181059, 547525 180951, 547511 180904, 547474 180882, 547464 180853, 547430 180845, 547429 180913, 547328 180934, 547337 180805, 547372 180791, 547381 180747, 547288 180672, 547250 181255, 547226 181300, 547526 181459, 547544 181282, 547584 181270, 547585 181188, 547631 181174))"
451,Bexley 001C,452,E01000468,2674.9973273300116,288093.0292243781,"POLYGON ((547870 181500, 548055 181415, 548261 181275, 548206 181308, 548158 181224, 548152 181161, 548108 181173, 548057 181096, 548040 181094, 547959 180926, 547935 180892, 547892 180868, 547836 180770, 547804 180797, 547755 180804, 547743 180762, 547707 180802, 547737 180859, 547736 180967, 547751 180977, 547732 180975, 547671 181016, 547677 181143, 547649 181141, 547644 181171, 547585 181188, 547584 181270, 547544 181282, 547539 181298, 547526 181459, 547635 181503, 547758 181498, 547795 181519, 547870 181500))"
452,Bexley 001D,453,E01000469,3305.184110715246,379582.95620243606,"POLYGON ((547729 180978, 547751 180977, 547736 180967, 547740 180880, 547707 180802, 547743 180762, 547755 180804, 547804 180797, 547836 180770, 547910 180879, 547961 180804, 548138 180667, 547999 180495, 547918 180498, 547808 180466, 547525 180301, 547477 180306, 547338 180228, 547306 180233, 547288 180672, 547381 180747, 547372 180791, 547338 180800, 547323 180929, 547364 180933, 547429 180913, 547430 180845, 547467 180853, 547467 180873, 547511 180904, 547525 180951, 547598 181059, 547729 180978))"
453,Bexley 002F,454,E01000470,3500.6958286630593,361058.30331397266,"POLYGON ((547919 180497, 547996 180495, 547800 180356, 547981 180018, 547910 179997, 547883 180014, 547847 179954, 547801 179950, 547788 179971, 547778 179956, 547688 179945, 547668 179963, 547639 179947, 547617 179961, 547607 179947, 547615 179879, 547622 179896, 547645 179898, 547637 179857, 547672 179845, 547682 179866, 547693 179830, 547735 179815, 547738 179765, 547782 179766, 547790 179638, 547336 179616, 547306 180233, 547338 180228, 547477 180306, 547525 180301, 547773 180450, 547919 180497))"
454,Brent 026A,455,E01000471,1858.7706809530953,139033.0272063059,"POLYGON ((518816 183497, 518851 183440, 518824 183417, 518837 183393, 518786 183406, 518771 183355, 518639 183291, 518660 183249, 518479 183168, 518300 183487, 518370 183508, 518389 183473, 518430 183475, 518460 183491, 518446 183514, 518461 183519, 518473 183497, 518497 183494, 518503 183537, 518738 183694, 518753 183666, 518728 183646, 518816 183497))"
455,Brent 029A,456,E01000472,3503.4733500588404,432847.24645537813,"POLYGON ((518119 183705, 518098 183685, 518089 183693, 518070 183631, 518145 183502, 518141 183463, 518125 183453, 518150 183392, 518264 183447, 518322 183447, 518479 183168, 518342 183154, 518296 183198, 518243 183190, 518043 182964, 517826 182818, 517492 182931, 517527 182993, 517568 183017, 517594 183367, 517600 183347, 517771 183381, 517762 183435, 517776 183468, 517882 183483, 517884 183636, 517922 183728, 517945 183684, 517959 183683, 518047 183769, 518119 183705))"
456,Brent 029B,457,E01000473,3775.527655560067,173634.7194320235,"POLYGON ((518402 184435, 518283 184347, 518330 184282, 518383 184323, 518415 184312, 518449 184272, 518331 184156, 518371 184131, 518328 184089, 518392 184066, 518384 184078, 518409 184104, 518456 184088, 518511 184134, 518531 184131, 518577 184112, 518583 184083, 518567 184044, 518599 184023, 518511 183928, 518398 183946, 518401 183995, 518371 184008, 518387 184065, 518368 184070, 518360 184017, 518321 184031, 518309 183988, 518273 183978, 518268 183945, 518279 183949, 518294 183911, 518260 183892, 518235 183899, 518221 183924, 518201 183916, 518209 183889, 518188 183880, 518393 183564, 518250 183604, 518047 183769, 518033 183759, 518127 183864, 518200 184187, 518155 184424, 518257 184460, 518281 184430, 518366 184470, 518402 184435))"
457,Brent 026B,458,E01000474,3091.45316026014,196455.352914208,"POLYGON ((518453 184653, 518519 184653, 518579 184596, 518625 184579, 518612 184555, 518626 184551, 518929 184521, 518914 184351, 518956 184320, 518921 184256, 518881 184216, 518846 184236, 518825 184215, 518798 184240, 518763 184212, 518670 184303, 518681 184341, 518661 184362, 518668 184372, 518636 184393, 518371 184131, 518330 184154, 518449 184272, 518415 184312, 518383 184323, 518330 184282, 518283 184347, 518400 184441, 518353 184469, 518281 184430, 518257 184460, 518155 184424, 518145 184476, 518368 184553, 518413 184683, 518453 184653))"
